movie_id,title,genres_str,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
34,Free Willy 2: The Adventure Home,"Adventure,Children's,Drama",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,Mad Love,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,Nadja,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,"Net, The","Sci-Fi,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38,Strange Days,"Action,Crime,Sci-Fi",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Billy Madison,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Clerks,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Disclosure,"Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
43,Dolores Claiborne,"Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44,Eat Drink Man Woman,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45,Exotica,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,Ed Wood,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
47,Hoop Dreams,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,I.Q.,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49,Star Wars,"Action,Adventure,Romance,Sci-Fi,War",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
50,Legends of the Fall,"Drama,Romance,War,Western",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
51,"Madness of King George, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,Natural Born Killers,"Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,Outbreak,"Action,Drama,Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54,"Professional, The","Crime,Drama,Romance,Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
55,Pulp Fiction,"Crime,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56,Priest,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,Quiz Show,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,Three Colors: Red,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,Three Colors: Blue,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,Three Colors: White,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,Stargate,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,"Santa Clause, The","Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"Shawshank Redemption, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,What's Eating Gilbert Grape,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65,While You Were Sleeping,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
66,Ace Ventura: Pet Detective,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"Crow, The","Action,Romance,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
68,Forrest Gump,"Comedy,Romance,War",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
69,Four Weddings and a Funeral,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70,"Lion King, The","Animation,Children's,Musical",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,"Mask, The","Comedy,Crime,Fantasy",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
72,Maverick,"Action,Comedy,Western",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
73,Faster Pussycat! Kill! Kill!,"Action,Comedy,Drama",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
74,Brother Minister: The Assassination of Malcolm X,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,Carlito's Way,"Crime,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
76,"Firm, The","Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
77,Free Willy,"Adventure,Children's,Drama",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,"Fugitive, The","Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,Hot Shots! Part Deux,"Action,Comedy,War",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
80,"Hudsucker Proxy, The","Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
81,Jurassic Park,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,Much Ado About Nothing,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
83,Robert A. Heinlein's The Puppet Masters,"Horror,Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
84,"Ref, The",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"Remains of the Day, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,Searching for Bobby Fischer,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,Sleepless in Seattle,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
88,Blade Runner,"Film-Noir,Sci-Fi",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
89,So I Married an Axe Murderer,"Comedy,Romance,Thriller",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
90,"Nightmare Before Christmas, The","Children's,Comedy,Musical",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
91,True Romance,"Action,Crime,Romance",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
92,Welcome to the Dollhouse,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
93,Home Alone,"Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Aladdin,"Animation,Children's,Comedy,Musical",0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
95,Terminator 2: Judgment Day,"Action,Sci-Fi,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
96,Dances with Wolves,"Adventure,Drama,Western",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
97,"Silence of the Lambs, The","Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
98,Snow White and the Seven Dwarfs,"Animation,Children's,Musical",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,Fargo,"Crime,Drama,Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
100,Heavy Metal,"Action,Adventure,Animation,Horror,Sci-Fi",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
101,"Aristocats, The","Animation,Children's",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,All Dogs Go to Heaven 2,"Animation,Children's,Musical",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,Theodore Rex,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Sgt. Bilko,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Diabolique,"Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
106,Moll Flanders,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,Kids in the Hall: Brain Candy,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Mystery Science Theater 3000: The Movie,"Comedy,Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
109,Operation Dumbo Drop,"Action,Adventure,Comedy,War",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,"Truth About Cats & Dogs, The","Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
111,Flipper,"Adventure,Children's",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,Wallace & Gromit: The Best of Aardman Animation,Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"Haunted World of Edward D. Wood Jr., The",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,Cold Comfort Farm,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"Rock, The","Action,Adventure,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,Twister,"Action,Adventure,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,Maya Lin: A Strong Clear Vision,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,Striptease,"Comedy,Crime",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
120,Independence Day (ID4),"Action,Sci-Fi,War",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
121,"Cable Guy, The",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"Frighteners, The","Comedy,Horror",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
123,Lone Star,"Drama,Mystery",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
124,Phenomenon,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
125,"Spitfire Grill, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,"Godfather, The","Action,Crime,Drama",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
127,Supercop,"Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,Bound,"Crime,Drama,Romance,Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
129,Kansas City,Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,Breakfast at Tiffany's,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
131,"Wizard of Oz, The","Adventure,Children's,Drama,Musical",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
132,Gone with the Wind,"Drama,Romance,War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
133,Citizen Kane,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,2001: A Space Odyssey,"Drama,Mystery,Sci-Fi,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
135,Mr. Smith Goes to Washington,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136,Big Night,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,D3: The Mighty Ducks,"Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"Love Bug, The","Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Homeward Bound: The Incredible Journey,"Adventure,Children's",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"20,000 Leagues Under the Sea","Adventure,Children's,Fantasy,Sci-Fi",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
141,Bedknobs and Broomsticks,"Adventure,Children's,Musical",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,"Sound of Music, The",Musical,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,Die Hard,"Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,"Lawnmower Man, The","Action,Sci-Fi,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
145,Unhook the Stars,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,"Long Kiss Goodnight, The","Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,"Ghost and the Darkness, The","Action,Adventure",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Jude,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,Swingers,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
150,Willy Wonka and the Chocolate Factory,"Adventure,Children's,Comedy",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Sleeper,"Comedy,Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
152,"Fish Called Wanda, A",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Monty Python's Life of Brian,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Dirty Dancing,"Musical,Romance",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
155,Reservoir Dogs,"Crime,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
156,Platoon,"Drama,War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
157,Weekend at Bernie's,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Basic Instinct,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
159,Glengarry Glen Ross,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,Top Gun,"Action,Romance",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,On Golden Pond,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162,"Return of the Pink Panther, The",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"Abyss, The","Action,Adventure,Sci-Fi,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
164,Jean de Florette,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165,Manon of the Spring (Manon des sources),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,Private Benjamin,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Monty Python and the Holy Grail,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"Wrong Trousers, The","Animation,Comedy",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Cinema Paradiso,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
170,Delicatessen,"Comedy,Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
171,"Empire Strikes Back, The","Action,Adventure,Drama,Romance,Sci-Fi,War",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
172,"Princess Bride, The","Action,Adventure,Comedy,Romance",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
173,Raiders of the Lost Ark,"Action,Adventure",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Brazil,Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,Aliens,"Action,Sci-Fi,Thriller,War",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
176,"Good, The Bad and The Ugly, The","Action,Western",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,12 Angry Men,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,"Clockwork Orange, A",Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,Apocalypse Now,"Drama,War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
180,Return of the Jedi,"Action,Adventure,Romance,Sci-Fi,War",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
181,GoodFellas,"Crime,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
182,Alien,"Action,Horror,Sci-Fi,Thriller",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
183,Army of Darkness,"Action,Adventure,Comedy,Horror,Sci-Fi",0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
184,Psycho,"Horror,Romance,Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
185,"Blues Brothers, The","Action,Comedy,Musical",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
186,"Godfather: Part II, The","Action,Crime,Drama",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
187,Full Metal Jacket,"Action,Drama,War",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
188,"Grand Day Out, A","Animation,Comedy",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Henry V,"Drama,War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
190,Amadeus,"Drama,Mystery",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
191,Raging Bull,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192,"Right Stuff, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,"Sting, The","Comedy,Crime",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
194,"Terminator, The","Action,Sci-Fi,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
195,Dead Poets Society,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,"Graduate, The","Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
197,Nikita (La Femme Nikita),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,"Bridge on the River Kwai, The","Drama,War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
199,"Shining, The",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,Evil Dead II,"Action,Adventure,Comedy,Horror",0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
201,Groundhog Day,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
202,Unforgiven,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,Back to the Future,"Comedy,Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
204,Patton,"Drama,War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
205,Akira,"Adventure,Animation,Sci-Fi,Thriller",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
206,Cyrano de Bergerac,"Action,Drama,Romance",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
207,Young Frankenstein,"Comedy,Horror",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
208,This Is Spinal Tap,"Comedy,Drama,Musical",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
209,Indiana Jones and the Last Crusade,"Action,Adventure",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,M*A*S*H,"Comedy,War",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
211,"Unbearable Lightness of Being, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,"Room with a View, A","Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
213,Pink Floyd - The Wall,"Drama,Musical,War",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
214,Field of Dreams,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215,When Harry Met Sally...,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
216,Bram Stoker's Dracula,"Horror,Romance",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
217,Cape Fear,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
218,"Nightmare on Elm Street, A",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,"Mirror Has Two Faces, The","Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
220,Breaking the Waves,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,Star Trek: First Contact,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,Sling Blade,"Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
223,Ridicule,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,101 Dalmatians,"Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Die Hard 2,"Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,Star Trek VI: The Undiscovered Country,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,Star Trek: The Wrath of Khan,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,Star Trek III: The Search for Spock,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,Star Trek IV: The Voyage Home,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
