movie_id,title,genres,actors,directors,keywords,rating,vote_count,popularity,release_date,runtime,original_language,spoken_languages,budget,revenue,overview
1452,Superman Returns,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']","[{'id': 17271, 'name': 'Brandon Routh', 'character': 'Superman / Clark Kent', 'order': 0}, {'id': 1979, 'name': 'Kevin Spacey', 'character': 'Lex Luthor', 'order': 1}, {'id': 7517, 'name': 'Kate Bosworth', 'character': 'Lois Lane', 'order': 2}, {'id': 11006, 'name': 'James Marsden', 'character': 'Richard White', 'order': 3}, {'id': 7489, 'name': 'Parker Posey', 'character': 'Kitty Kowalski', 'order': 4}]","[{'id': 9032, 'name': 'Bryan Singer'}]","['saving the world', 'dc comics', 'invulnerability', 'sequel', 'superhero', 'based on comic book', 'kryptonite', 'super powers', 'superhuman strength', 'lex luthor']",5.4,1400,57.925623,2006-06-28,154.0,en,"['en', 'fr', 'de']",270000000,391081192,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel."
10764,Quantum of Solace,"['Adventure', 'Action', 'Thriller', 'Crime']","[{'id': 8784, 'name': 'Daniel Craig', 'character': 'James Bond', 'order': 0}, {'id': 18182, 'name': 'Olga Kurylenko', 'character': 'Camille Montes', 'order': 1}, {'id': 8789, 'name': 'Mathieu Amalric', 'character': 'Dominic Greene', 'order': 2}, {'id': 5309, 'name': 'Judi Dench', 'character': 'M', 'order': 3}, {'id': 3753, 'name': 'Giancarlo Giannini', 'character': 'René Mathis', 'order': 4}]","[{'id': 12995, 'name': 'Marc Forster'}]","['killing', 'undercover', 'secret agent', 'british secret service']",6.1,2965,107.928811,2008-10-30,106.0,en,"['en', 'es', 'it', 'fr', 'de']",200000000,586090727,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined."
58,Pirates of the Caribbean: Dead Man's Chest,"['Adventure', 'Fantasy', 'Action']","[{'id': 85, 'name': 'Johnny Depp', 'character': 'Captain Jack Sparrow', 'order': 0}, {'id': 114, 'name': 'Orlando Bloom', 'character': 'Will Turner', 'order': 1}, {'id': 116, 'name': 'Keira Knightley', 'character': 'Elizabeth Swann', 'order': 2}, {'id': 1640, 'name': 'Stellan Skarsgård', 'character': 'William ""Bootstrap Bill"" Turner', 'order': 3}, {'id': 2440, 'name': 'Bill Nighy', 'character': 'Captain Davy Jones', 'order': 4}]","[{'id': 1704, 'name': 'Gore Verbinski'}]","['witch', 'fortune teller', 'bondage', 'exotic island', 'monster', 'captain', 'card game', 'east india trading company', 'compass', 'ship']",7.0,5246,145.847379,2006-06-20,151.0,en,"['en', 'tr', 'el', 'zh']",200000000,1065659812,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation."
57201,The Lone Ranger,"['Action', 'Adventure', 'Western']","[{'id': 85, 'name': 'Johnny Depp', 'character': 'Tonto', 'order': 0}, {'id': 53807, 'name': 'Armie Hammer', 'character': 'John Reid / The Lone Ranger', 'order': 1}, {'id': 886, 'name': 'William Fichtner', 'character': 'Butch Cavendish', 'order': 2}, {'id': 1283, 'name': 'Helena Bonham Carter', 'character': 'Red Harrington', 'order': 3}, {'id': 18473, 'name': 'James Badge Dale', 'character': 'Dan Reid', 'order': 4}]","[{'id': 1704, 'name': 'Gore Verbinski'}]","['texas', 'horse', 'survivor', 'texas ranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'lone ranger']",5.9,2311,49.046956,2013-07-03,149.0,en,['en'],255000000,89289910,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice."
49521,Man of Steel,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","[{'id': 73968, 'name': 'Henry Cavill', 'character': 'Clark Kent / Kal-El', 'order': 0}, {'id': 9273, 'name': 'Amy Adams', 'character': 'Lois Lane', 'order': 1}, {'id': 335, 'name': 'Michael Shannon', 'character': 'General Zod', 'order': 2}, {'id': 1269, 'name': 'Kevin Costner', 'character': 'Jonathan Kent', 'order': 3}, {'id': 2882, 'name': 'Diane Lane', 'character': 'Martha Kent', 'order': 4}]","[{'id': 15217, 'name': 'Zack Snyder'}]","['saving the world', 'dc comics', 'superhero', 'based on comic book', 'superhuman', 'alien invasion', 'reboot', 'super powers', 'dc extended universe']",6.5,6359,99.398009,2013-06-12,143.0,en,['en'],225000000,662845518,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind."
2454,The Chronicles of Narnia: Prince Caspian,"['Adventure', 'Family', 'Fantasy']","[{'id': 25130, 'name': 'Ben Barnes', 'character': 'Prince Caspian', 'order': 0}, {'id': 5528, 'name': 'William Moseley', 'character': 'Peter Pevensie', 'order': 1}, {'id': 5529, 'name': 'Anna Popplewell', 'character': 'Susan Pevensie', 'order': 2}, {'id': 5527, 'name': 'Skandar Keynes', 'character': 'Edmund Pevensie', 'order': 3}, {'id': 5526, 'name': 'Georgie Henley', 'character': 'Lucy Pevensie', 'order': 4}]","[{'id': 5524, 'name': 'Andrew Adamson'}]","['based on novel', 'fictional place', 'brother sister relationship', 'lion', 'human being', 'wretch', 'leap in time', 'matter of life and death', 'faith', 'uncle']",6.3,1630,53.978602,2008-05-15,150.0,en,['en'],225000000,419651413,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir."
24428,The Avengers,"['Science Fiction', 'Action', 'Adventure']","[{'id': 3223, 'name': 'Robert Downey Jr.', 'character': 'Tony Stark / Iron Man', 'order': 0}, {'id': 16828, 'name': 'Chris Evans', 'character': 'Steve Rogers / Captain America', 'order': 1}, {'id': 103, 'name': 'Mark Ruffalo', 'character': 'Bruce Banner / The Hulk', 'order': 2}, {'id': 74568, 'name': 'Chris Hemsworth', 'character': 'Thor Odinson', 'order': 3}, {'id': 1245, 'name': 'Scarlett Johansson', 'character': 'Natasha Romanoff / Black Widow', 'order': 4}]","[{'id': 12891, 'name': 'Joss Whedon'}]","['new york', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",7.4,11776,144.448633,2012-04-25,143.0,en,['en'],220000000,1519557910,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!"
1865,Pirates of the Caribbean: On Stranger Tides,"['Adventure', 'Action', 'Fantasy']","[{'id': 85, 'name': 'Johnny Depp', 'character': 'Captain Jack Sparrow', 'order': 0}, {'id': 955, 'name': 'Penélope Cruz', 'character': 'Angelica Teach', 'order': 1}, {'id': 6972, 'name': 'Ian McShane', 'character': 'Captain Edward ""Blackbeard"" Teach', 'order': 2}, {'id': 2449, 'name': 'Kevin McNally', 'character': 'Joshamee Gibbs', 'order': 3}, {'id': 118, 'name': 'Geoffrey Rush', 'character': 'Captain Hector Barbossa', 'order': 4}]","[{'id': 17633, 'name': 'Rob Marshall'}]","['sea', 'captain', 'mutiny', 'sword', 'prime minister', 'sailing', 'silver', 'ship', 'duke', 'mermaid']",6.4,4948,135.413856,2011-05-14,136.0,en,"['en', 'es']",380000000,1045713802,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past."
41154,Men in Black 3,"['Action', 'Comedy', 'Science Fiction']","[{'id': 2888, 'name': 'Will Smith', 'character': 'Agent J', 'order': 0}, {'id': 2176, 'name': 'Tommy Lee Jones', 'character': 'Agent K', 'order': 1}, {'id': 16851, 'name': 'Josh Brolin', 'character': 'Young Agent K', 'order': 2}, {'id': 72873, 'name': 'Michael Stuhlbarg', 'character': 'Griffin', 'order': 3}, {'id': 7056, 'name': 'Emma Thompson', 'character': 'Agent O', 'order': 4}]","[{'id': 5174, 'name': 'Barry Sonnenfeld'}]","['time travel', 'time machine', 'alien', 'fictional government agency', 'seeing the future', 'changing history']",6.2,4160,52.035179,2012-05-23,106.0,en,['en'],225000000,624026776,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind."
122917,The Hobbit: The Battle of the Five Armies,"['Action', 'Adventure', 'Fantasy']","[{'id': 7060, 'name': 'Martin Freeman', 'character': 'Bilbo Baggins', 'order': 0}, {'id': 1327, 'name': 'Ian McKellen', 'character': 'Gandalf', 'order': 1}, {'id': 30315, 'name': 'Richard Armitage', 'character': 'Thorin Oakenshield', 'order': 2}, {'id': 25136, 'name': 'Ken Stott', 'character': 'Balin', 'order': 3}, {'id': 95047, 'name': 'Graham McTavish', 'character': 'Dwalin', 'order': 4}]","[{'id': 108, 'name': 'Peter Jackson'}]","['corruption', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'dragon', 'battle', 'unlikely friendship', 'epic battle']",7.1,4760,120.965743,2014-12-10,144.0,en,['en'],250000000,956019788,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands."
1930,The Amazing Spider-Man,"['Action', 'Adventure', 'Fantasy']","[{'id': 37625, 'name': 'Andrew Garfield', 'character': 'Peter Parker / Spider-Man', 'order': 0}, {'id': 54693, 'name': 'Emma Stone', 'character': 'Gwen Stacy', 'order': 1}, {'id': 7026, 'name': 'Rhys Ifans', 'character': 'Dr. Curt Connors / The Lizard', 'order': 2}, {'id': 5724, 'name': 'Denis Leary', 'character': 'Captain Stacy', 'order': 3}, {'id': 55152, 'name': 'Campbell Scott', 'character': 'Richard Parker', 'order': 4}]","[{'id': 87742, 'name': 'Marc Webb'}]","['loss of father', 'vigilante', 'serum', 'marvel comic', 'scientific experiment', 'spider bite', 'masked vigilante', 'reboot', 'super powers', 'genetic engineering']",6.5,6586,89.866276,2012-06-27,136.0,en,['en'],215000000,752215857,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero."
20662,Robin Hood,"['Action', 'Adventure']","[{'id': 934, 'name': 'Russell Crowe', 'character': 'Robin Longstride', 'order': 0}, {'id': 112, 'name': 'Cate Blanchett', 'character': 'Marion Loxley', 'order': 1}, {'id': 2201, 'name': 'Max von Sydow', 'character': 'Sir Walter Loxley', 'order': 2}, {'id': 227, 'name': 'William Hurt', 'character': 'William Marshal', 'order': 3}, {'id': 2983, 'name': 'Mark Strong', 'character': 'Godfrey', 'order': 4}]","[{'id': 578, 'name': 'Ridley Scott'}]","['robin hood', 'archer', 'knight', 'sherwood forest', 'bow and arrow', 'middle ages', 'medieval', 'king of england']",6.2,1398,37.668301,2010-05-12,140.0,en,"['en', 'th']",200000000,310669540,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey."
57158,The Hobbit: The Desolation of Smaug,"['Adventure', 'Fantasy']","[{'id': 7060, 'name': 'Martin Freeman', 'character': 'Bilbo Baggins', 'order': 0}, {'id': 1327, 'name': 'Ian McKellen', 'character': 'Gandalf', 'order': 1}, {'id': 30315, 'name': 'Richard Armitage', 'character': 'Thorin Oakenshield', 'order': 2}, {'id': 25136, 'name': 'Ken Stott', 'character': 'Balin', 'order': 3}, {'id': 95047, 'name': 'Graham McTavish', 'character': 'Dwalin', 'order': 4}]","[{'id': 108, 'name': 'Peter Jackson'}]","['elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'sword and sorcery']",7.6,4524,94.370564,2013-12-11,161.0,en,['en'],250000000,958400000,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug."
2268,The Golden Compass,"['Adventure', 'Fantasy']","[{'id': 45589, 'name': 'Dakota Blue Richards', 'character': 'Lyra Belacqua', 'order': 0}, {'id': 2227, 'name': 'Nicole Kidman', 'character': 'Marisa Coulter', 'order': 1}, {'id': 8784, 'name': 'Daniel Craig', 'character': 'Lord Asriel', 'order': 2}, {'id': 16431, 'name': 'Sam Elliott', 'character': 'Lee Scoresby', 'order': 3}, {'id': 10912, 'name': 'Eva Green', 'character': 'Serafina Pekkala', 'order': 4}]","[{'id': 3288, 'name': 'Chris Weitz'}]","['england', 'compass', 'experiment', 'lordship', 'uncle', 'polar bear', 'orphan', 'animal', 'based on young adult novel']",5.8,1303,42.990906,2007-12-04,113.0,en,"['is', 'en', 'ru', 'fr']",180000000,372234864,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny."
254,King Kong,"['Adventure', 'Drama', 'Action']","[{'id': 3489, 'name': 'Naomi Watts', 'character': 'Ann Darrow', 'order': 0}, {'id': 70851, 'name': 'Jack Black', 'character': 'Carl Denham', 'order': 1}, {'id': 3490, 'name': 'Adrien Brody', 'character': 'Jack Driscoll', 'order': 2}, {'id': 3491, 'name': 'Thomas Kretschmann', 'character': 'Captain Englehorn', 'order': 3}, {'id': 3492, 'name': 'Colin Hanks', 'character': 'Preston', 'order': 4}]","[{'id': 108, 'name': 'Peter Jackson'}]","['film business', 'screenplay', 'show business', 'film making', 'film producer', 'exotic island', 'monster', 'indigenous', 'ship', 'dinosaur']",6.6,2337,61.22601,2005-12-14,187.0,en,['en'],207000000,550000000,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady."
597,Titanic,"['Drama', 'Romance', 'Thriller']","[{'id': 204, 'name': 'Kate Winslet', 'character': 'Rose DeWitt Bukater', 'order': 0}, {'id': 6193, 'name': 'Leonardo DiCaprio', 'character': 'Jack Dawson', 'order': 1}, {'id': 3713, 'name': 'Frances Fisher', 'character': 'Ruth Dewitt Bukater', 'order': 2}, {'id': 1954, 'name': 'Billy Zane', 'character': ""Caledon 'Cal' Hockley"", 'order': 3}, {'id': 8534, 'name': 'Kathy Bates', 'character': 'Molly Brown', 'order': 4}]","[{'id': 2710, 'name': 'James Cameron'}]","['shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'ocean liner', 'epic', 'rich woman - poor man', 'love', 'disaster']",7.5,7562,100.025899,1997-11-18,194.0,en,"['en', 'fr', 'de', 'sv', 'it', 'ru']",200000000,1845034188,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning."
