user_id,age_group,gender,favorite_genres
274,3,0,"Action,Adventure,Sci-Fi"
275,1,0,"Drama,Comedy,Action"
276,3,1,"Drama,Romance,Comedy"
277,3,1,"Drama,Thriller,Action"
278,2,0,"Comedy,Action,Drama"
279,2,1,"Drama,Comedy,Action"
280,0,1,"Thriller,Drama,Action"
281,1,0,"Thriller,Drama,Action"
282,2,0,"Comedy,Romance,Musical"
283,3,0,"Drama,Thriller,Romance"
284,2,0,"Drama,Thriller,Comedy"
285,2,0,"Comedy,Drama,Romance"
286,1,0,"Drama,Comedy,Action"
287,2,0,"Drama,War,Action"
288,0,0,"Action,Drama,Adventure"
289,3,0,"Action,Comedy,Drama"
290,1,0,"Drama,Thriller,Comedy"
291,3,1,"Drama,Thriller,Action"
292,1,0,"Drama,Comedy,Thriller"
293,2,0,"Action,Thriller,Comedy"
294,2,0,"Drama,Comedy,Romance"
295,3,1,"Drama,Comedy,Romance"
296,2,1,"Drama,Comedy,Thriller"
297,3,0,"Drama,Comedy,Action"
298,2,0,"Drama,Comedy,Romance"
299,2,1,"Comedy,Action,Thriller"
300,1,0,"Action,Comedy,Drama"
301,3,0,"Thriller,Action,Drama"
302,1,0,"Comedy,Drama,Action"
303,1,1,"Thriller,Action,Romance"
304,1,0,"Drama,Comedy,Romance"
305,4,0,"Drama,Comedy,Romance"
306,2,0,"Comedy,Action,Drama"
307,5,0,"Drama,Comedy,Thriller"
308,3,0,"Drama,Action,Thriller"
309,3,0,"Romance,Adventure,Comedy"
310,2,0,"Drama,Comedy,Action"
311,4,0,"Drama,Comedy,Romance"
312,3,0,"Drama,Action,Comedy"
313,1,1,"Comedy,Drama,Romance"
314,2,0,"Drama,Comedy,Thriller"
315,3,1,"Drama,Romance,War"
316,1,0,"Thriller,Action,Drama"
317,5,0,"Comedy,Drama,Romance"
318,3,0,"Thriller,Drama,Action"
319,1,0,"Action,Thriller,Comedy"
320,4,1,"Drama,Romance,Comedy"
321,1,0,"Drama,Thriller,Romance"
322,1,0,"Drama,Thriller,Action"
323,1,1,"Drama,Thriller,Romance"
324,4,0,"Drama,Comedy,War"
325,3,0,"Drama,Action,Comedy"
326,1,0,"Drama,Comedy,Action"
327,4,0,"Drama,Action,Thriller"
328,4,0,"Drama,Thriller,Action"
329,3,1,"Drama,Comedy,Romance"
330,2,0,"Drama,Comedy,Romance"
331,1,0,"Action,Thriller,Drama"
332,4,0,"Comedy,Romance,Drama"
333,2,0,"Drama,Comedy,Romance"
334,4,0,"Thriller,Action,Mystery"
335,1,0,"Comedy,Romance,Drama"
336,3,0,"Action,Adventure,Sci-Fi"
337,3,1,"Comedy,Drama,Romance"
338,3,0,"Drama,Comedy,Action"
339,4,0,"Comedy,Drama,Children's"
340,0,1,"Drama,Comedy,Thriller"
341,2,1,"Drama,Comedy,Romance"
342,3,0,"Drama,Comedy,Action"
343,2,1,"Drama,Comedy,Romance"
344,2,1,"Drama,Comedy,Romance"
345,2,0,"Action,Thriller,Drama"
346,1,0,"Drama,Action,Thriller"
347,1,1,"Comedy,Drama,Thriller"
348,5,0,"Drama,Romance,Thriller"
349,2,0,"Drama,Action,Thriller"
350,5,0,"Drama,Thriller,Action"
351,3,1,"Action,Thriller,Sci-Fi"
352,2,0,"Drama,Thriller,Action"
353,2,1,"Drama,Comedy,Romance"
354,2,0,"Thriller,Drama,Romance"
355,2,1,"Drama,Thriller,Action"
356,2,0,"Action,Comedy,Drama"
357,3,0,"Drama,Romance,Comedy"
358,1,0,"Action,Thriller,Sci-Fi"
359,4,0,"Drama,War,Romance"
360,1,0,"Drama,Romance,Comedy"
361,3,1,"Thriller,Action,Drama"
362,1,0,"Drama,Action,Comedy"
363,5,0,"Drama,Romance,Comedy"
364,2,0,"Drama,Comedy,Romance"
365,1,1,"Horror,Thriller,Comedy"
366,0,0,"Horror,Thriller,Action"
367,1,0,"Horror,Action,Thriller"
368,1,0,"Action,Drama,Sci-Fi"
369,4,0,"Drama,Comedy,Thriller"
370,3,0,"Drama,Action,Comedy"
371,2,1,"Thriller,Drama,Horror"
372,1,1,"Drama,Comedy,Romance"
373,3,0,"Drama,Thriller,Action"
374,0,0,"Thriller,Action,Horror"
375,2,1,"Drama,Romance,Thriller"
376,1,0,"Thriller,Drama,Action"
377,3,0,"Drama,Comedy,Action"
378,3,0,"Drama,Comedy,Action"
379,2,0,"Drama,Comedy,Action"
380,2,0,"Drama,Romance,Comedy"
381,4,0,"Drama,Comedy,Thriller"
382,3,0,"Drama,Romance,Comedy"
383,4,0,"Thriller,Drama,Action"
384,3,0,"Drama,Comedy,Thriller"
385,3,0,"Action,Thriller,Adventure"
386,2,0,"Drama,Comedy,Action"
387,2,0,"Thriller,Drama,Action"
388,3,1,"Comedy,Drama,Romance"
389,3,1,"Drama,Romance,Thriller"
390,1,0,"Drama,Action,Comedy"
391,4,0,"Drama,Comedy,Romance"
392,1,0,"Comedy,Drama,Action"
393,2,0,"Action,Comedy,Sci-Fi"
394,3,0,"Drama,Action,Adventure"
395,5,0,"Thriller,Action,Drama"
396,0,0,"Drama,Thriller,Action"
397,3,0,"Comedy,Drama,Romance"
398,2,0,"Drama,Action,Comedy"
399,2,1,"Thriller,Action,Comedy"
400,4,1,"Drama,Comedy,Romance"
401,2,0,"Drama,Comedy,Action"
402,3,0,"Action,Drama,Comedy"
403,2,1,"Thriller,Drama,Comedy"
404,1,1,"Drama,Comedy,Action"
405,4,0,"Drama,Comedy,Romance"
406,2,0,"Comedy,Drama,Action"
407,1,0,"Drama,Thriller,Action"
408,4,0,"Drama,Comedy,Romance"
409,2,1,"Drama,Romance,Thriller"
410,2,0,"Action,Comedy,Drama"
411,2,0,"Drama,Action,Comedy"
412,5,0,"Drama,Romance,Action"
413,1,0,"Thriller,Drama,Crime"
414,3,0,"Thriller,Drama,Action"
415,1,1,"Drama,Comedy,Action"
416,2,1,"Comedy,Drama,Action"
417,5,1,"Thriller,Drama,Mystery"
418,3,0,"Romance,Drama,Comedy"
419,4,0,"Drama,Thriller,Romance"
420,3,1,"Thriller,Action,Drama"
421,2,0,"Drama,Horror,Thriller"
422,5,0,"Drama,Thriller,Crime"
423,3,1,"Drama,Romance,Comedy"
424,1,0,"Action,Thriller,Drama"
425,5,0,"Drama,Comedy,Thriller"
426,4,0,"Drama,Thriller,Action"
427,2,0,"Drama,Thriller,Comedy"
428,2,0,"Drama,Comedy,Action"
429,3,0,"Drama,Action,Thriller"
430,1,0,"Thriller,Action,Drama"
431,1,0,"Drama,Comedy,Action"
432,2,0,"Drama,Thriller,Action"
433,0,1,"Comedy,Drama,Romance"
434,1,0,"Comedy,Action,Drama"
435,2,1,"Drama,Comedy,Thriller"
436,2,1,"Drama,Comedy,Romance"
437,4,1,"Comedy,Drama,Action"
438,1,1,"Drama,Comedy,Romance"
439,2,0,"Drama,Romance,Thriller"
440,4,0,"Comedy,Drama,Action"
441,1,0,"Action,Thriller,Comedy"
442,3,0,"Drama,Thriller,Action"
443,4,1,"Drama,Action,Thriller"
444,1,0,"Drama,Thriller,Action"
445,5,0,"Drama,Thriller,Crime"
446,2,0,"Drama,Thriller,Action"
447,1,0,"Drama,Comedy,Thriller"
448,1,0,"Drama,Comedy,Thriller"
449,3,1,"Drama,Comedy,Romance"
450,0,0,"Thriller,Drama,Comedy"
451,3,0,"Drama,Comedy,Action"
452,1,0,"Drama,Comedy,Action"
453,5,0,"Drama,Romance,Comedy"
454,4,0,"Drama,Action,Thriller"
455,1,0,"Drama,Comedy,Action"
456,2,1,"Drama,Comedy,Action"
457,4,0,"Drama,Comedy,Thriller"
458,1,0,"Action,Drama,Thriller"
459,3,1,"Drama,Romance,Crime"
460,0,0,"Drama,Comedy,Sci-Fi"
461,1,1,"Drama,Thriller,Action"
462,4,1,"Drama,Comedy,Romance"
463,5,0,"Thriller,Action,Drama"
464,2,0,"Drama,Comedy,Romance"
465,1,0,"Action,Thriller,Drama"
466,2,0,"Drama,Comedy,Action"
467,2,0,"Drama,Comedy,Romance"
468,5,0,"Drama,Romance,Comedy"
469,1,0,"Drama,Comedy,Romance"
470,0,0,"Children's,Comedy,Animation"
471,1,0,"Action,Comedy,Thriller"
472,2,0,"Drama,Romance,Comedy"
473,4,0,"Drama,Comedy,Thriller"
474,2,0,"Drama,Comedy,Romance"
475,2,0,"Comedy,Romance,Action"
476,1,1,"Romance,Comedy,Drama"
477,2,0,"Comedy,Drama,Romance"
478,2,0,"Action,Drama,Comedy"
479,5,0,"Drama,Thriller,Action"
480,5,0,"Comedy,Romance,Drama"
481,1,1,"Action,Comedy,Thriller"
482,2,0,"Action,Drama,Sci-Fi"
483,2,0,"Action,Comedy,Drama"
484,3,1,"Drama,Comedy,Thriller"
485,3,0,"Drama,Comedy,Thriller"
486,1,0,"Drama,Action,Thriller"
487,4,0,"Drama,Action,Thriller"
488,5,0,"Thriller,Drama,Action"
489,2,1,"Drama,Comedy,Action"
490,3,1,"Drama,Thriller,Comedy"
491,5,0,"Drama,War,Comedy"
492,1,0,"Action,Drama,Thriller"
493,3,1,"Drama,Action,Comedy"
494,2,0,"Action,Comedy,Drama"
495,1,1,"Drama,Action,Thriller"
496,1,0,"Action,Comedy,Thriller"
497,2,0,"Drama,Thriller,Comedy"
498,3,0,"Drama,Comedy,War"
499,2,0,"Drama,Comedy,Romance"
500,1,0,"Drama,Comedy,Action"
501,1,0,"Thriller,Action,Comedy"
502,4,1,"Drama,Romance,Comedy"
503,3,1,"Drama,Comedy,Thriller"
504,2,1,"Drama,Action,Thriller"
505,4,0,"Comedy,Action,Drama"
506,1,1,"Action,Thriller,Adventure"
507,2,0,"Comedy,Drama,Action"
508,1,0,"Action,Thriller,War"
509,2,0,"Drama,Thriller,Action"
510,1,0,"Thriller,Drama,Action"
511,2,0,"Drama,Thriller,Action"
512,3,0,"Action,Adventure,Thriller"
513,2,0,"Drama,Comedy,Romance"
514,4,0,"Drama,Thriller,Action"
515,4,1,"Drama,War,Sci-Fi"
516,1,0,"Action,Romance,Thriller"
517,4,1,"Drama,Thriller,Comedy"
518,1,0,"Drama,Thriller,Action"
519,5,0,"Drama,Comedy,Thriller"
520,1,0,"Action,Comedy,Thriller"
521,3,0,"Drama,Thriller,Comedy"
522,4,1,"Comedy,Drama,Romance"
523,5,0,"Drama,Comedy,Thriller"
524,2,1,"Drama,Action,Comedy"
525,2,0,"Drama,Thriller,Action"
526,2,0,"Drama,Comedy,Thriller"
527,1,0,"Comedy,Action,Drama"
528,4,1,"Thriller,Drama,Action"
529,2,0,"Drama,Romance,Comedy"
530,2,1,"Drama,Thriller,Romance"
531,1,0,"Drama,Action,Comedy"
532,3,0,"Drama,Comedy,Action"
533,1,0,"Thriller,Comedy,Drama"
534,4,1,"Drama,Comedy,Romance"
535,3,0,"Drama,Action,Adventure"
536,3,0,"Drama,Comedy,Romance"
537,2,0,"Drama,Action,Thriller"
538,4,1,"Drama,Comedy,Romance"
539,2,0,"Drama,Action,Comedy"
540,1,1,"Comedy,Children's,Adventure"
541,1,0,"Comedy,Drama,Action"
542,2,0,"Drama,Action,Thriller"
543,3,1,"Drama,Thriller,Action"
544,2,0,"Action,Adventure,Comedy"
545,3,0,"Action,Thriller,Horror"
546,4,0,"Drama,Comedy,Thriller"
547,4,0,"Thriller,Drama,Action"
548,3,0,"Action,Drama,Adventure"
549,0,1,"Action,Romance,Adventure"
550,2,0,"Drama,Action,Thriller"
551,4,0,"Comedy,Drama,Action"
552,5,0,"Drama,Comedy,Romance"
553,2,0,"Drama,Action,Comedy"
554,2,1,"Comedy,Thriller,Action"
555,3,1,"Drama,Comedy,Thriller"
556,2,1,"Drama,Thriller,Action"
557,5,1,"Drama,Romance,Comedy"
558,5,0,"Drama,Comedy,Action"
559,2,0,"Drama,Comedy,Action"
560,1,0,"Drama,Comedy,Action"
561,4,1,"Drama,Action,Romance"
562,3,1,"Comedy,Action,Adventure"
563,5,0,"Action,Thriller,Drama"
564,3,0,"Drama,Comedy,Romance"
565,1,0,"Drama,Comedy,Action"
566,1,0,"Drama,Thriller,Comedy"
567,3,0,"Drama,Comedy,Romance"
568,2,0,"Drama,Comedy,Thriller"
569,2,0,"Drama,Thriller,War"
570,2,0,"Drama,Comedy,Mystery"
571,4,0,"Drama,Comedy,Romance"
572,5,0,"Drama,War,Thriller"
573,5,0,"Drama,Thriller,Comedy"
574,2,0,"Drama,Thriller,Action"
575,4,0,"Drama,Comedy,Romance"
576,3,1,"Drama,Comedy,Action"
577,2,0,"Action,Thriller,Drama"
578,2,0,"Comedy,Romance,Drama"
579,0,0,"Action,Sci-Fi,Thriller"
580,3,0,"Drama,Romance,Action"
581,0,0,"Drama,Action,Sci-Fi"
582,3,0,"Drama,Thriller,Romance"
583,2,0,"Action,Sci-Fi,Adventure"
584,5,0,"Drama,Romance,Comedy"
585,1,0,"Action,Thriller,Drama"
586,2,0,"Drama,Thriller,Comedy"
587,1,1,"Drama,Comedy,Romance"
588,1,0,"Thriller,Drama,Action"
589,4,0,"Drama,Romance,Comedy"
590,5,1,"Comedy,Drama,Romance"
591,1,0,"Drama,Comedy,Thriller"
592,2,1,"Drama,Romance,Comedy"
593,4,0,"Drama,War,Romance"
594,2,0,"Drama,Comedy,Romance"
595,1,0,"Action,Thriller,Romance"
596,1,0,"Action,Comedy,Thriller"
597,3,1,"Drama,Action,Thriller"
598,1,1,"Romance,Comedy,Drama"
599,2,0,"Action,Adventure,Sci-Fi"
600,1,1,"Drama,Comedy,Action"
601,4,1,"Action,Adventure,Drama"
602,1,0,"Action,Sci-Fi,Adventure"
603,3,0,"Horror,Thriller,Drama"
604,2,0,"Drama,Thriller,Action"
605,2,0,"Drama,Action,Comedy"
606,4,1,"Drama,Romance,War"
607,1,0,"Drama,Romance,Comedy"
608,0,1,"Drama,Comedy,Romance"
609,1,0,"Drama,Thriller,Romance"
610,4,0,"Drama,Thriller,Romance"
611,3,0,"Comedy,Drama,Thriller"
612,3,1,"Drama,Action,Comedy"
613,4,0,"Drama,Comedy,Action"
614,3,0,"Drama,Comedy,Romance"
615,5,0,"Drama,Thriller,Action"
616,2,1,"Horror,Drama,Thriller"
617,0,1,"Drama,Action,Romance"
618,0,0,"Action,Thriller,Adventure"
619,1,1,"Children's,Comedy,Adventure"
620,0,0,"Action,Comedy,Drama"
621,2,0,"Action,Comedy,Drama"
622,4,1,"Comedy,Romance,Action"
623,1,0,"Drama,Comedy,Thriller"
624,2,0,"Drama,Comedy,Action"
625,1,0,"Drama,Thriller,Romance"
626,1,0,"Drama,Action,Thriller"
627,0,0,"Drama,Thriller,Comedy"
628,4,1,"Drama,Action,Thriller"
629,2,1,"Comedy,Drama,Thriller"
630,1,1,"Drama,Thriller,Romance"
631,1,0,"Drama,Action,Comedy"
632,3,0,"Action,Thriller,Drama"
633,3,0,"Drama,Comedy,Thriller"
634,1,0,"Thriller,Drama,Romance"
635,4,0,"Drama,Action,Sci-Fi"
636,2,0,"Drama,Comedy,Romance"
637,4,0,"Action,Adventure,Sci-Fi"
638,3,1,"Drama,Romance,Comedy"
639,1,0,"Comedy,Action,Drama"
640,1,0,"Drama,Comedy,Thriller"
641,1,1,"Comedy,Drama,Children's"
642,3,0,"Comedy,Drama,Action"
643,4,0,"Action,Thriller,Drama"
644,2,0,"Drama,Comedy,Romance"
645,0,1,"Drama,Thriller,Comedy"
646,3,0,"Action,Drama,Comedy"
647,3,0,"Action,Comedy,Drama"
648,1,0,"Action,Adventure,Thriller"
649,3,0,"Drama,Comedy,Action"
650,5,0,"Drama,Comedy,Crime"
651,3,0,"Thriller,Action,Drama"
652,2,0,"Drama,Action,Comedy"
653,2,1,"Drama,Comedy,Action"
654,4,1,"Drama,Comedy,Thriller"
655,4,0,"Drama,Comedy,Thriller"
656,2,1,"Drama,Comedy,Crime"
657,2,0,"Drama,Comedy,Thriller"
658,2,0,"Drama,Comedy,Romance"
659,2,0,"Action,Comedy,Drama"
660,2,0,"Drama,Action,Comedy"
661,5,0,"Drama,Romance,Comedy"
662,2,0,"Drama,Thriller,Comedy"
663,2,0,"Drama,Comedy,Thriller"
664,2,0,"Drama,Comedy,Action"
665,3,0,"Drama,Comedy,Thriller"
666,3,0,"Drama,Comedy,Romance"
667,2,1,"Drama,Action,Thriller"
668,3,0,"Drama,Comedy,Thriller"
669,2,0,"Drama,Thriller,Action"
670,1,0,"Action,Thriller,Adventure"
671,4,1,"Comedy,Drama,Romance"
672,4,0,"Drama,Thriller,Comedy"
