user_id,movie_id,rank
29,120,10
29,126,11
29,332,12
29,116,13
29,244,14
29,322,15
29,267,16
29,221,17
29,321,18
29,275,19
29,306,20
30,285,1
30,257,2
30,299,3
30,287,4
30,49,5
30,293,6
30,99,7
30,268,8
30,312,9
30,180,10
30,126,11
30,0,12
30,288,13
30,747,14
30,236,15
30,332,16
30,300,17
30,6,18
30,271,19
30,120,20
31,257,1
31,285,2
31,299,3
31,0,4
31,747,5
31,327,6
31,236,7
31,120,8
31,268,9
31,126,10
31,301,11
31,322,12
31,288,13
31,332,14
31,321,15
31,300,16
31,14,17
31,677,18
31,24,19
31,271,20
32,285,1
32,747,2
32,268,3
32,301,4
32,300,5
32,288,6
32,689,7
32,325,8
32,321,9
32,339,10
32,326,11
32,267,12
32,331,13
32,271,14
32,309,15
32,303,16
32,330,17
32,314,18
32,320,19
32,749,20
33,299,1
33,257,2
33,327,3
33,332,4
33,312,5
33,301,6
33,268,7
33,306,8
33,747,9
33,300,10
33,325,11
33,339,12
33,322,13
33,326,14
33,321,15
33,330,16
33,267,17
33,271,18
33,749,19
33,303,20
34,285,1
34,287,2
34,293,3
34,312,4
34,306,5
34,301,6
34,268,7
34,322,8
34,244,9
34,300,10
34,689,11
34,288,12
34,339,13
34,267,14
34,309,15
34,330,16
34,271,17
34,291,18
34,303,19
34,681,20
35,299,1
35,285,2
35,327,3
35,689,4
35,257,5
35,312,6
35,301,7
35,325,8
35,331,9
35,300,10
35,330,11
35,293,12
35,326,13
35,322,14
35,244,15
35,339,16
35,291,17
35,321,18
35,749,19
35,878,20
36,180,1
36,99,2
36,0,3
36,97,4
36,236,5
36,293,6
36,257,7
36,203,8
36,172,9
36,150,10
36,167,11
36,68,12
36,422,13
36,285,14
36,201,15
36,215,16
36,317,17
36,233,18
36,24,19
36,14,20
37,49,1
37,173,2
37,180,3
37,55,4
37,97,5
37,171,6
37,203,7
37,209,8
37,120,9
37,172,10
37,167,11
37,95,12
37,175,13
37,99,14
37,182,15
37,227,16
37,116,17
37,221,18
37,185,19
37,6,20
38,285,1
38,327,2
38,288,3
38,244,4
38,322,5
38,689,6
38,339,7
38,325,8
38,321,9
38,267,10
38,326,11
38,331,12
38,309,13
38,303,14
38,291,15
38,320,16
38,878,17
38,330,18
38,749,19
38,677,20
39,287,1
39,312,2
39,747,3
39,306,4
39,300,5
39,288,6
39,689,7
39,322,8
39,325,9
39,326,10
39,321,11
39,331,12
39,303,13
39,291,14
39,314,15
39,330,16
39,318,17
39,677,18
39,681,19
39,750,20
40,171,1
40,120,2
40,126,3
40,203,4
40,209,5
40,6,6
40,78,7
40,221,8
40,236,9
40,116,10
40,257,11
40,175,12
40,21,13
40,293,14
40,182,15
40,150,16
40,233,17
40,63,18
40,404,19
40,287,20
41,55,1
41,99,2
41,6,3
41,126,4
41,116,5
41,21,6
41,88,7
41,185,8
41,190,9
41,237,10
41,143,11
41,152,12
41,10,13
41,181,14
41,257,15
41,196,16
41,199,17
41,3,18
41,179,19
41,7,20
42,287,1
42,194,2
42,95,3
42,21,4
42,175,5
42,233,6
42,182,7
42,88,8
42,356,9
42,124,10
42,747,11
42,134,12
42,227,13
42,474,14
42,131,15
42,281,16
42,181,17
42,193,18
42,264,19
42,272,20
43,126,1
43,209,2
43,78,3
43,116,4
43,233,5
43,27,6
43,287,7
43,185,8
43,11,9
43,285,10
43,69,11
43,264,12
43,181,13
43,567,14
43,110,15
43,545,16
43,482,17
43,179,18
43,275,19
43,7,20
44,257,1
44,293,2
44,285,3
44,299,4
44,747,5
44,312,6
44,116,7
44,327,8
44,221,9
44,322,10
44,404,11
44,268,12
44,244,13
44,288,14
44,332,15
44,301,16
44,8,17
44,267,18
44,321,19
44,677,20
45,257,1
45,268,2
45,301,3
45,300,4
45,288,5
45,322,6
45,339,7
45,325,8
45,267,9
45,321,10
45,271,11
45,309,12
45,314,13
45,303,14
45,302,15
45,318,16
45,320,17
45,291,18
45,749,19
45,878,20
46,299,1
46,327,2
46,312,3
46,293,4
46,332,5
46,747,6
46,689,7
46,244,8
46,325,9
46,271,10
46,331,11
46,309,12
46,314,13
46,318,14
46,749,15
46,330,16
46,878,17
46,270,18
46,677,19
46,346,20
47,99,1
47,257,2
47,0,3
47,126,4
47,287,5
47,120,6
47,236,7
47,6,8
47,221,9
47,116,10
47,299,11
47,203,12
47,172,13
47,78,14
47,167,15
47,317,16
47,312,17
47,68,18
47,150,19
47,404,20
48,126,1
48,236,2
48,221,3
48,209,4
48,287,5
48,78,6
48,285,7
48,404,8
48,68,9
48,194,10
48,175,11
48,317,12
48,21,13
48,215,14
48,233,15
48,182,16
48,27,17
48,63,18
48,190,19
48,14,20
49,257,1
49,299,2
49,293,3
49,312,4
49,327,5
49,747,6
49,268,7
49,301,8
49,332,9
49,49,10
49,288,11
49,244,12
49,322,13
49,300,14
49,306,15
49,321,16
49,236,17
49,339,18
49,325,19
49,0,20
50,173,1
50,99,2
50,55,3
50,97,4
50,0,5
50,203,6
50,120,7
50,167,8
50,78,9
50,126,10
50,68,11
50,422,12
50,194,13
50,6,14
50,175,15
50,95,16
50,221,17
50,215,18
50,317,19
50,116,20
51,285,1
51,49,2
51,293,3
51,299,4
51,180,5
51,0,6
51,312,7
51,126,8
51,268,9
51,327,10
51,221,11
51,288,12
51,244,13
51,275,14
51,267,15
51,322,16
51,8,17
51,300,18
51,321,19
51,55,20
52,293,1
52,287,2
52,285,3
52,0,4
52,299,5
52,236,6
52,116,7
52,126,8
52,221,9
52,55,10
52,404,11
52,312,12
52,97,13
52,275,14
52,8,15
52,327,16
52,171,17
52,110,18
52,268,19
52,741,20
53,285,1
53,293,2
53,299,3
53,268,4
53,322,5
53,288,6
53,300,7
53,321,8
53,677,9
53,270,10
53,221,11
53,325,12
53,8,13
53,14,14
53,689,15
53,750,16
53,320,17
53,258,18
53,110,19
53,331,20
54,257,1
54,99,2
54,293,3
54,287,4
54,285,5
54,0,6
54,299,7
54,236,8
54,126,9
54,221,10
54,312,11
54,747,12
54,97,13
54,150,14
54,327,15
54,14,16
54,24,17
54,275,18
54,8,19
54,268,20
55,99,1
55,126,2
55,317,3
55,134,4
55,131,5
55,11,6
55,356,7
55,495,8
55,181,9
55,184,10
55,3,11
55,7,12
55,179,13
55,426,14
55,14,15
55,210,16
55,196,17
55,207,18
55,565,19
55,256,20
56,285,1
56,299,2
56,312,3
56,327,4
56,126,5
56,268,6
56,288,7
56,332,8
56,301,9
56,275,10
56,117,11
56,8,12
56,24,13
56,267,14
56,321,15
56,741,16
56,300,17
56,306,18
56,173,19
56,507,20
57,285,1
57,257,2
57,293,3
57,287,4
57,116,5
57,78,6
57,275,7
57,422,8
57,21,9
57,14,10
57,95,11
57,356,12
57,182,13
57,27,14
57,201,15
57,233,16
57,301,17
57,196,18
57,185,19
57,131,20
58,221,1
58,116,2
58,152,3
58,143,4
58,87,5
58,7,6
58,293,7
58,153,8
58,256,9
58,545,10
58,274,11
58,65,12
58,474,13
58,30,14
58,238,15
58,155,16
58,163,17
58,230,18
58,281,19
58,212,20
59,190,1
59,317,2
59,99,3
59,201,4
59,237,5
59,21,6
59,195,7
59,654,8
59,181,9
59,0,10
59,126,11
59,526,12
59,567,13
59,186,14
59,10,15
59,3,16
59,82,17
59,153,18
59,431,19
59,202,20
60,285,1
60,287,2
60,312,3
60,301,4
60,306,5
60,244,6
60,288,7
60,325,8
60,339,9
60,321,10
60,331,11
60,267,12
60,271,13
60,291,14
60,878,15
60,314,16
60,320,17
60,749,18
60,681,19
60,318,20
61,78,1
61,201,2
61,233,3
61,185,4
61,24,5
61,193,6
61,10,7
61,184,8
61,495,9
61,196,10
61,264,11
61,142,12
61,426,13
61,160,14
61,299,15
61,87,16
61,434,17
61,94,18
61,210,19
61,186,20
62,312,1
62,244,2
62,306,3
62,126,4
62,339,5
62,325,6
62,116,7
62,271,8
62,270,9
62,326,10
62,689,11
62,6,12
62,8,13
62,318,14
62,750,15
62,303,16
62,331,17
62,314,18
62,878,19
62,309,20
63,203,1
63,116,2
63,293,3
63,285,4
63,356,5
63,24,6
63,14,7
63,482,8
63,256,9
63,117,10
63,426,11
63,179,12
63,275,13
63,87,14
63,199,15
63,207,16
63,741,17
63,473,18
63,133,19
63,392,20
64,180,1
64,173,2
64,171,3
64,126,4
64,203,5
64,78,6
64,221,7
64,116,8
64,194,9
64,95,10
64,175,11
64,285,12
64,150,13
64,21,14
64,404,15
64,182,16
64,287,17
64,233,18
64,88,19
64,11,20
65,99,1
65,312,2
65,747,3
65,327,4
65,268,5
65,301,6
65,244,7
65,288,8
65,322,9
65,332,10
65,267,11
65,300,12
65,221,13
65,321,14
65,275,15
65,306,16
65,677,17
65,270,18
65,24,19
65,271,20
66,49,1
66,293,2
66,257,3
66,287,4
66,99,5
66,180,6
66,285,7
66,299,8
66,236,9
66,747,10
66,126,11
66,312,12
66,221,13
66,327,14
66,256,15
66,14,16
66,117,17
66,322,18
66,244,19
66,741,20
67,293,1
67,299,2
67,99,3
67,0,4
67,312,5
67,747,6
67,327,7
67,268,8
67,221,9
67,301,10
67,322,11
67,288,12
67,256,13
67,332,14
67,14,15
67,267,16
67,150,17
67,321,18
67,300,19
67,677,20
68,285,1
68,312,2
68,327,3
68,268,4
68,0,5
68,322,6
68,126,7
68,300,8
68,120,9
68,321,10
68,339,11
68,275,12
68,271,13
68,270,14
68,677,15
68,256,16
68,325,17
68,326,18
68,689,19
68,14,20
69,99,1
69,55,2
69,97,3
69,126,4
69,6,5
69,194,6
69,116,7
69,21,8
69,236,9
69,215,10
69,233,11
69,317,12
69,63,13
69,237,14
69,143,15
69,96,16
69,152,17
69,11,18
69,293,19
69,356,20
70,257,1
70,293,2
70,287,3
70,0,4
70,126,5
70,120,6
70,236,7
70,299,8
70,6,9
70,116,10
70,312,11
70,171,12
70,404,13
70,268,14
70,203,15
70,8,16
70,78,17
70,14,18
70,172,19
70,24,20
71,167,1
71,172,2
71,215,3
71,182,4
71,21,5
71,201,6
71,185,7
71,237,8
71,150,9
71,152,10
71,131,11
71,143,12
71,495,13
71,184,14
71,482,15
71,142,16
71,10,17
71,257,18
71,178,19
71,210,20
72,49,1
72,180,2
72,257,3
72,173,4
72,293,5
72,97,6
72,120,7
72,236,8
72,116,9
72,221,10
72,171,11
72,203,12
72,299,13
72,78,14
72,209,15
72,167,16
72,150,17
72,404,18
72,68,19
72,312,20
73,285,1
73,268,2
73,747,3
73,288,4
73,322,5
73,321,6
73,49,7
73,326,8
73,677,9
73,270,10
73,331,11
73,320,12
73,309,13
73,303,14
73,318,15
73,878,16
73,750,17
73,0,18
73,180,19
73,258,20
74,257,1
74,287,2
74,285,3
74,299,4
74,49,5
74,747,6
74,180,7
74,312,8
74,327,9
74,6,10
74,244,11
74,126,12
74,268,13
74,332,14
74,301,15
74,256,16
74,267,17
74,275,18
74,14,19
74,8,20
75,49,1
75,180,2
75,293,3
75,126,4
75,299,5
75,0,6
75,268,7
75,312,8
75,173,9
75,236,10
75,301,11
75,274,12
75,8,13
75,221,14
75,116,15
75,267,16
75,288,17
75,327,18
75,203,19
75,474,20
76,203,1
76,6,2
76,78,3
76,116,4
76,236,5
76,257,6
76,422,7
76,317,8
76,293,9
76,215,10
76,150,11
76,21,12
76,285,13
76,201,14
76,287,15
76,233,16
76,63,17
76,11,18
76,134,19
76,185,20
77,285,1
77,257,2
77,299,3
77,312,4
77,327,5
77,747,6
77,49,7
77,332,8
77,301,9
77,99,10
77,244,11
77,306,12
77,267,13
77,321,14
77,0,15
77,180,16
77,677,17
77,325,18
77,120,19
77,339,20
78,299,1
78,293,2
78,327,3
78,301,4
78,747,5
78,288,6
78,244,7
78,306,8
78,322,9
78,321,10
78,271,11
78,326,12
78,325,13
78,320,14
78,309,15
78,270,16
78,314,17
78,331,18
78,303,19
78,677,20
79,180,1
79,285,2
79,257,3
79,0,4
79,173,5
79,126,6
79,293,7
79,287,8
79,55,9
79,97,10
79,120,11
79,6,12
79,116,13
79,221,14
79,171,15
79,299,16
79,203,17
79,172,18
79,209,19
79,312,20
80,49,1
80,257,2
80,293,3
80,285,4
80,180,5
80,299,6
80,116,7
80,126,8
80,312,9
80,747,10
80,327,11
80,256,12
80,14,13
80,55,14
80,8,15
80,173,16
80,244,17
80,322,18
80,301,19
80,332,20
81,257,1
81,116,2
81,97,3
81,299,4
81,171,5
81,203,6
81,209,7
81,172,8
81,256,9
81,312,10
81,194,11
81,95,12
81,422,13
81,175,14
81,747,15
81,741,16
81,11,17
81,233,18
81,268,19
81,88,20
82,99,1
82,6,2
82,97,3
82,221,4
82,236,5
82,257,6
82,287,7
82,171,8
82,172,9
82,167,10
82,95,11
82,285,12
82,194,13
82,256,14
82,175,15
82,201,16
82,741,17
82,317,18
82,182,19
82,88,20
83,49,1
83,180,2
83,287,3
83,126,4
83,312,5
83,173,6
83,55,7
83,256,8
83,327,9
83,268,10
83,8,11
83,117,12
83,171,13
83,301,14
83,267,15
83,322,16
83,274,17
83,124,18
83,203,19
83,474,20
84,0,1
84,175,2
84,95,3
84,182,4
84,6,5
84,21,6
84,201,7
84,11,8
84,116,9
84,184,10
84,150,11
84,143,12
84,602,13
84,10,14
84,293,15
84,264,16
84,287,17
84,87,18
84,199,19
84,14,20
85,332,1
85,306,2
85,301,3
85,312,4
85,689,5
85,300,6
85,339,7
85,293,8
85,747,9
85,331,10
85,309,11
85,244,12
85,330,13
85,322,14
85,291,15
85,749,16
85,681,17
85,302,18
85,321,19
85,271,20
86,97,1
86,167,2
86,172,3
86,68,4
86,175,5
86,233,6
86,0,7
86,27,8
86,264,9
86,190,10
86,70,11
86,142,12
86,654,13
86,116,14
86,94,15
86,150,16
86,356,17
86,10,18
86,11,19
86,184,20
87,327,1
87,332,2
87,306,3
87,257,4
87,268,5
87,287,6
87,331,7
87,339,8
87,326,9
87,309,10
87,747,11
87,330,12
87,291,13
87,293,14
87,244,15
87,288,16
87,322,17
87,681,18
87,302,19
87,321,20
88,285,1
88,257,2
88,293,3
88,287,4
88,299,5
88,312,6
88,173,7
88,55,8
88,97,9
88,747,10
88,8,11
88,275,12
88,171,13
88,327,14
88,301,15
88,203,16
88,78,17
88,288,18
88,209,19
88,117,20
89,49,1
89,180,2
89,0,3
89,171,4
89,203,5
89,167,6
89,287,7
89,172,8
89,6,9
89,293,10
89,209,11
89,194,12
89,120,13
89,237,14
89,182,15
89,175,16
89,221,17
89,27,18
89,581,19
89,185,20
90,99,1
90,0,2
90,285,3
90,257,4
90,120,5
90,287,6
90,6,7
90,236,8
90,221,9
90,116,10
90,172,11
90,167,12
90,150,13
90,215,14
90,95,15
90,404,16
90,190,17
90,201,18
90,11,19
90,88,20
91,126,1
91,150,2
91,96,3
91,356,4
91,69,5
91,193,6
91,495,7
91,184,8
91,285,9
91,587,10
91,426,11
91,196,12
91,482,13
91,210,14
91,434,15
91,186,16
91,418,17
91,98,18
91,187,19
91,549,20
92,257,1
92,49,2
92,293,3
92,285,4
92,287,5
92,99,6
92,299,7
92,180,8
92,236,9
92,312,10
92,747,11
92,116,12
92,126,13
92,6,14
92,327,15
92,268,16
92,404,17
92,256,18
92,244,19
92,322,20
93,116,1
93,236,2
93,94,3
93,196,4
93,426,5
93,14,6
93,238,7
93,230,8
93,479,9
93,659,10
93,478,11
93,72,12
93,513,13
93,198,14
93,510,15
93,522,16
93,293,17
93,1,18
93,581,19
93,497,20
94,55,1
94,99,2
94,317,3
94,221,4
94,11,5
94,229,6
94,10,7
94,426,8
94,3,9
94,434,10
94,731,11
94,153,12
94,186,13
94,217,14
94,366,15
94,683,16
94,602,17
94,65,18
94,22,19
94,230,20
95,171,1
95,203,2
95,209,3
95,167,4
95,68,5
95,120,6
95,201,7
95,190,8
95,27,9
95,21,10
95,185,11
95,134,12
95,356,13
95,221,14
95,81,15
95,96,16
95,131,17
95,11,18
95,495,19
95,227,20
96,180,1
96,55,2
96,209,3
96,120,4
96,126,5
96,175,6
96,215,7
96,317,8
96,21,9
96,233,10
96,63,11
96,237,12
96,116,13
96,236,14
96,11,15
96,150,16
96,195,17
96,143,18
96,69,19
96,184,20
97,49,1
97,99,2
97,180,3
97,173,4
97,55,5
97,97,6
97,0,7
97,126,8
97,171,9
97,120,10
97,203,11
97,285,12
97,257,13
97,6,14
97,236,15
97,78,16
97,221,17
97,293,18
97,116,19
97,317,20
98,285,1
98,268,2
98,126,3
98,322,4
98,301,5
98,288,6
98,332,7
98,221,8
98,256,9
98,300,10
98,14,11
98,8,12
98,270,13
98,306,14
98,150,15
98,271,16
98,339,17
98,326,18
98,258,19
98,297,20
99,306,1
99,331,2
99,330,3
99,300,4
99,681,5
99,326,6
99,747,7
99,244,8
99,303,9
99,321,10
99,302,11
99,304,12
99,338,13
99,881,14
99,936,15
99,311,16
99,318,17
99,310,18
99,298,19
99,872,20
100,293,1
100,257,2
100,285,3
100,299,4
100,99,5
100,747,6
100,312,7
100,327,8
100,322,9
100,126,10
100,244,11
100,268,12
100,332,13
100,288,14
100,301,15
100,14,16
100,677,17
100,275,18
100,321,19
100,267,20
101,99,1
101,236,2
101,68,3
101,422,4
101,150,5
101,21,6
101,215,7
101,317,8
101,27,9
101,63,10
101,190,11
101,24,12
101,11,13
101,14,14
101,237,15
101,96,16
101,256,17
101,134,18
101,356,19
101,195,20
102,257,1
102,99,2
102,285,3
102,287,4
102,0,5
102,236,6
102,6,7
102,312,8
102,747,9
102,173,10
102,327,11
102,268,12
102,150,13
102,14,14
102,275,15
102,8,16
102,24,17
102,301,18
102,171,19
102,288,20
103,322,1
103,321,2
103,325,3
103,0,4
103,689,5
103,320,6
103,303,7
103,314,8
103,318,9
103,878,10
103,258,11
103,291,12
103,357,13
103,302,14
103,274,15
103,242,16
103,681,17
103,342,18
103,241,19
103,741,20
104,299,1
104,293,2
104,327,3
104,288,4
104,244,5
104,322,6
104,300,7
104,321,8
104,325,9
104,331,10
104,677,11
104,309,12
104,314,13
104,320,14
104,303,15
104,318,16
104,878,17
104,99,18
104,49,19
104,291,20
105,49,1
105,180,2
105,173,3
105,55,4
105,97,5
105,126,6
105,120,7
105,171,8
105,203,9
105,6,10
105,172,11
105,78,12
105,236,13
105,167,14
105,221,15
105,116,16
105,257,17
105,422,18
105,194,19
105,175,20
106,327,1
106,293,2
106,747,3
106,306,4
106,300,5
106,288,6
106,689,7
106,244,8
106,325,9
106,331,10
106,271,11
106,309,12
106,291,13
106,303,14
106,314,15
106,330,16
106,878,17
106,749,18
106,318,19
106,302,20
107,285,1
107,257,2
107,287,3
107,299,4
107,312,5
107,327,6
107,268,7
107,301,8
107,116,9
107,288,10
107,244,11
107,332,12
107,322,13
107,267,14
107,275,15
107,300,16
107,256,17
107,8,18
107,321,19
107,14,20
108,152,1
108,134,2
108,131,3
108,285,4
108,142,5
108,181,6
108,193,7
108,495,8
108,184,9
108,275,10
108,234,11
108,426,12
108,196,13
108,482,14
108,186,15
108,272,16
108,434,17
108,207,18
108,299,19
108,470,20
109,49,1
109,180,2
109,173,3
109,97,4
109,171,5
109,120,6
109,0,7
109,209,8
109,99,9
109,167,10
109,175,11
109,116,12
109,221,13
109,6,14
109,233,15
109,404,16
109,182,17
109,215,18
109,227,19
109,150,20
110,299,1
110,287,2
110,293,3
110,747,4
110,689,5
110,288,6
110,244,7
110,322,8
110,326,9
110,267,10
110,321,11
110,309,12
110,331,13
110,291,14
110,749,15
110,318,16
110,330,17
110,878,18
110,346,19
110,270,20
111,287,1
111,325,2
111,339,3
111,267,4
111,291,5
111,303,6
111,681,7
111,318,8
111,270,9
111,269,10
111,304,11
111,258,12
111,241,13
111,343,14
111,310,15
111,894,16
111,323,17
111,357,18
111,298,19
111,879,20
112,312,1
112,747,2
112,268,3
112,301,4
112,306,5
112,300,6
112,689,7
112,339,8
112,271,9
112,331,10
112,270,11
112,303,12
112,309,13
112,878,14
112,314,15
112,330,16
112,750,17
112,258,18
112,749,19
112,269,20
113,49,1
113,173,2
113,180,3
113,172,4
113,0,5
113,78,6
113,422,7
113,68,8
113,126,9
113,215,10
113,120,11
113,27,12
113,201,13
113,21,14
113,233,15
113,63,16
113,6,17
113,237,18
113,221,19
113,193,20
114,0,1
114,257,2
114,285,3
114,293,4
114,287,5
114,221,6
114,203,7
114,299,8
114,404,9
114,209,10
114,172,11
114,150,12
114,167,13
114,317,14
114,194,15
114,14,16
114,24,17
114,422,18
114,256,19
114,215,20
115,244,1
115,326,2
115,320,3
115,318,4
115,99,5
115,236,6
115,681,7
115,241,8
115,304,9
115,0,10
115,275,11
115,311,12
115,8,13
115,315,14
115,242,15
115,116,16
115,120,17
115,688,18
115,474,19
115,872,20
116,293,1
116,99,2
116,285,3
116,299,4
116,126,5
116,327,6
116,268,7
116,275,8
116,117,9
