user_id,movie_id,rank
58,545,10
59,190,1
59,317,2
59,99,3
59,201,4
59,237,5
59,21,6
59,195,7
59,654,8
59,181,9
59,0,10
60,285,1
60,287,2
60,312,3
60,301,4
60,306,5
60,244,6
60,288,7
60,325,8
60,339,9
60,321,10
61,78,1
61,201,2
61,233,3
61,185,4
61,24,5
61,193,6
61,10,7
61,184,8
61,495,9
61,196,10
62,312,1
62,244,2
62,306,3
62,126,4
62,339,5
62,325,6
62,116,7
62,271,8
62,270,9
62,326,10
63,203,1
63,116,2
63,293,3
63,285,4
63,356,5
63,24,6
63,14,7
63,482,8
63,256,9
63,117,10
64,180,1
64,173,2
64,171,3
64,126,4
64,203,5
64,78,6
64,221,7
64,116,8
64,194,9
64,95,10
65,99,1
65,312,2
65,747,3
65,327,4
65,268,5
65,301,6
65,244,7
65,288,8
65,322,9
65,332,10
66,49,1
66,293,2
66,257,3
66,287,4
66,99,5
66,180,6
66,285,7
66,299,8
66,236,9
66,747,10
67,293,1
67,299,2
67,99,3
67,0,4
67,312,5
67,747,6
67,327,7
67,268,8
67,221,9
67,301,10
68,285,1
68,312,2
68,327,3
68,268,4
68,0,5
68,322,6
68,126,7
68,300,8
68,120,9
68,321,10
69,99,1
69,55,2
69,97,3
69,126,4
69,6,5
69,194,6
69,116,7
69,21,8
69,236,9
69,215,10
70,257,1
70,293,2
70,287,3
70,0,4
70,126,5
70,120,6
70,236,7
70,299,8
70,6,9
70,116,10
71,167,1
71,172,2
71,215,3
71,182,4
71,21,5
71,201,6
71,185,7
71,237,8
71,150,9
71,152,10
72,49,1
72,180,2
72,257,3
72,173,4
72,293,5
72,97,6
72,120,7
72,236,8
72,116,9
72,221,10
73,285,1
73,268,2
73,747,3
73,288,4
73,322,5
73,321,6
73,49,7
73,326,8
73,677,9
73,270,10
74,257,1
74,287,2
74,285,3
74,299,4
74,49,5
74,747,6
74,180,7
74,312,8
74,327,9
74,6,10
75,49,1
75,180,2
75,293,3
75,126,4
75,299,5
75,0,6
75,268,7
75,312,8
75,173,9
75,236,10
76,203,1
76,6,2
76,78,3
76,116,4
76,236,5
76,257,6
76,422,7
76,317,8
76,293,9
76,215,10
77,285,1
77,257,2
77,299,3
77,312,4
77,327,5
77,747,6
77,49,7
77,332,8
77,301,9
77,99,10
78,299,1
78,293,2
78,327,3
78,301,4
78,747,5
78,288,6
78,244,7
78,306,8
78,322,9
78,321,10
79,180,1
79,285,2
79,257,3
79,0,4
79,173,5
79,126,6
79,293,7
79,287,8
79,55,9
79,97,10
80,49,1
80,257,2
80,293,3
80,285,4
80,180,5
80,299,6
80,116,7
80,126,8
80,312,9
80,747,10
81,257,1
81,116,2
81,97,3
81,299,4
81,171,5
81,203,6
81,209,7
81,172,8
81,256,9
81,312,10
82,99,1
82,6,2
82,97,3
82,221,4
82,236,5
82,257,6
82,287,7
82,171,8
82,172,9
82,167,10
83,49,1
83,180,2
83,287,3
83,126,4
83,312,5
83,173,6
83,55,7
83,256,8
83,327,9
83,268,10
84,0,1
84,175,2
84,95,3
84,182,4
84,6,5
84,21,6
84,201,7
84,11,8
84,116,9
84,184,10
85,332,1
85,306,2
85,301,3
85,312,4
85,689,5
85,300,6
85,339,7
85,293,8
85,747,9
85,331,10
86,97,1
86,167,2
86,172,3
86,68,4
86,175,5
86,233,6
86,0,7
86,27,8
86,264,9
86,190,10
87,327,1
87,332,2
87,306,3
87,257,4
87,268,5
87,287,6
87,331,7
87,339,8
87,326,9
87,309,10
88,285,1
88,257,2
88,293,3
88,287,4
88,299,5
88,312,6
88,173,7
88,55,8
88,97,9
88,747,10
89,49,1
89,180,2
89,0,3
89,171,4
89,203,5
89,167,6
89,287,7
89,172,8
89,6,9
89,293,10
90,99,1
90,0,2
90,285,3
90,257,4
90,120,5
90,287,6
90,6,7
90,236,8
90,221,9
90,116,10
91,126,1
91,150,2
91,96,3
91,356,4
91,69,5
91,193,6
91,495,7
91,184,8
91,285,9
91,587,10
92,257,1
92,49,2
92,293,3
92,285,4
92,287,5
92,99,6
92,299,7
92,180,8
92,236,9
92,312,10
93,116,1
93,236,2
93,94,3
93,196,4
93,426,5
93,14,6
93,238,7
93,230,8
93,479,9
93,659,10
94,55,1
94,99,2
94,317,3
94,221,4
94,11,5
94,229,6
94,10,7
94,426,8
94,3,9
94,434,10
95,171,1
95,203,2
95,209,3
95,167,4
95,68,5
95,120,6
95,201,7
95,190,8
95,27,9
95,21,10
96,180,1
96,55,2
96,209,3
96,120,4
96,126,5
96,175,6
96,215,7
96,317,8
96,21,9
96,233,10
97,49,1
97,99,2
97,180,3
97,173,4
97,55,5
97,97,6
97,0,7
97,126,8
97,171,9
97,120,10
98,285,1
98,268,2
98,126,3
98,322,4
98,301,5
98,288,6
98,332,7
98,221,8
98,256,9
98,300,10
99,306,1
99,331,2
99,330,3
99,300,4
99,681,5
99,326,6
99,747,7
99,244,8
99,303,9
99,321,10
100,293,1
100,257,2
100,285,3
100,299,4
100,99,5
100,747,6
100,312,7
100,327,8
100,322,9
100,126,10
101,99,1
101,236,2
101,68,3
101,422,4
101,150,5
101,21,6
101,215,7
101,317,8
101,27,9
101,63,10
102,257,1
102,99,2
102,285,3
102,287,4
102,0,5
102,236,6
102,6,7
102,312,8
102,747,9
102,173,10
103,322,1
103,321,2
103,325,3
103,0,4
103,689,5
103,320,6
103,303,7
103,314,8
103,318,9
103,878,10
104,299,1
104,293,2
104,327,3
104,288,4
104,244,5
104,322,6
104,300,7
104,321,8
104,325,9
104,331,10
105,49,1
105,180,2
105,173,3
105,55,4
105,97,5
105,126,6
105,120,7
105,171,8
105,203,9
105,6,10
106,327,1
106,293,2
106,747,3
106,306,4
106,300,5
106,288,6
106,689,7
106,244,8
106,325,9
106,331,10
107,285,1
107,257,2
107,287,3
107,299,4
107,312,5
107,327,6
107,268,7
107,301,8
107,116,9
107,288,10
108,152,1
108,134,2
108,131,3
108,285,4
108,142,5
108,181,6
108,193,7
108,495,8
108,184,9
108,275,10
109,49,1
109,180,2
109,173,3
109,97,4
109,171,5
109,120,6
109,0,7
109,209,8
109,99,9
109,167,10
110,299,1
110,287,2
110,293,3
110,747,4
110,689,5
110,288,6
110,244,7
110,322,8
110,326,9
110,267,10
111,287,1
111,325,2
111,339,3
111,267,4
111,291,5
111,303,6
111,681,7
111,318,8
111,270,9
111,269,10
112,312,1
112,747,2
112,268,3
112,301,4
112,306,5
112,300,6
112,689,7
112,339,8
112,271,9
112,331,10
113,49,1
113,173,2
113,180,3
113,172,4
113,0,5
113,78,6
113,422,7
113,68,8
113,126,9
113,215,10
114,0,1
114,257,2
114,285,3
114,293,4
114,287,5
114,221,6
114,203,7
114,299,8
114,404,9
114,209,10
115,244,1
115,326,2
115,320,3
115,318,4
115,99,5
115,236,6
115,681,7
115,241,8
115,304,9
115,0,10
116,293,1
116,99,2
116,285,3
116,299,4
116,126,5
116,327,6
116,268,7
116,275,8
116,117,9
116,8,10
117,49,1
117,180,2
117,0,3
117,203,4
117,120,5
117,172,6
117,167,7
117,126,8
117,422,9
117,68,10
118,0,1
118,747,2
118,126,3
118,301,4
118,288,5
118,332,6
118,14,7
118,677,8
118,306,9
118,150,10
119,293,1
119,287,2
119,299,3
119,99,4
119,180,5
119,312,6
119,747,7
119,327,8
119,268,9
119,6,10
120,285,1
120,257,2
120,287,3
120,6,4
120,268,5
120,221,6
120,747,7
120,55,8
120,327,9
120,301,10
121,173,1
121,97,2
121,49,3
121,55,4
121,203,5
121,171,6
121,167,7
121,180,8
121,209,9
121,172,10
122,180,1
122,257,2
122,0,3
122,173,4
122,55,5
122,120,6
122,236,7
122,6,8
122,116,9
122,221,10
123,180,1
123,99,2
123,55,3
123,203,4
123,120,5
123,209,6
123,126,7
123,68,8
123,422,9
123,221,10
124,99,1
124,422,2
124,120,3
124,95,4
124,233,5
124,182,6
124,88,7
124,6,8
124,227,9
124,126,10
125,268,1
125,306,2
125,747,3
125,300,4
125,267,5
125,330,6
125,291,7
125,303,8
125,749,9
125,878,10
126,99,1
126,180,2
126,312,3
126,0,4
126,327,5
126,236,6
126,120,7
126,268,8
126,126,9
126,116,10
127,99,1
127,126,2
127,194,3
127,6,4
127,175,5
127,95,6
127,317,7
127,21,8
127,182,9
127,233,10
128,327,1
128,332,2
128,293,3
128,689,4
128,300,5
128,288,6
128,339,7
128,325,8
128,331,9
128,321,10
129,126,1
129,150,2
129,14,3
129,24,4
129,322,5
129,8,6
129,272,7
129,301,8
129,317,9
129,590,10
130,299,1
130,257,2
130,287,3
130,293,4
130,327,5
130,747,6
130,332,7
130,288,8
130,300,9
130,267,10
131,180,1
131,257,2
131,0,3
131,173,4
131,293,5
131,287,6
131,120,7
131,97,8
131,236,9
131,6,10
132,287,1
132,332,2
132,301,3
132,747,4
132,306,5
132,300,6
132,288,7
132,322,8
132,689,9
132,325,10
133,287,1
133,332,2
133,244,3
133,288,4
133,306,5
133,321,6
133,267,7
133,689,8
133,339,9
133,326,10
134,49,1
134,180,2
134,99,3
134,173,4
134,0,5
134,120,6
134,171,7
134,203,8
134,209,9
134,126,10
135,49,1
135,287,2
135,293,3
135,299,4
135,180,5
135,0,6
135,747,7
135,327,8
135,120,9
135,301,10
136,257,1
136,285,2
136,293,3
136,287,4
136,99,5
136,312,6
136,327,7
136,268,8
136,126,9
136,6,10
137,49,1
137,180,2
137,173,3
137,126,4
137,171,5
137,203,6
137,6,7
137,172,8
137,209,9
137,167,10
138,299,1
138,257,2
138,293,3
138,327,4
138,312,5
138,268,6
138,332,7
138,747,8
138,300,9
138,288,10
139,299,1
139,327,2
139,312,3
139,268,4
139,332,5
139,747,6
139,306,7
139,322,8
139,689,9
139,325,10
140,268,1
140,301,2
140,288,3
140,306,4
140,300,5
140,267,6
140,325,7
140,270,8
140,339,9
140,326,10
141,285,1
141,257,2
141,49,3
141,299,4
141,99,5
141,312,6
141,0,7
141,268,8
141,747,9
141,236,10
142,299,1
142,268,2
142,747,3
142,301,4
142,244,5
142,300,6
142,288,7
142,339,8
142,267,9
142,326,10
143,120,1
143,221,2
143,268,3
143,747,4
143,150,5
143,24,6
143,274,7
143,288,8
143,267,9
143,110,10
144,287,1
144,747,2
144,322,3
144,244,4
144,126,5
144,288,6
144,321,7
144,150,8
144,124,9
144,306,10
145,287,1
145,332,2
145,747,3
145,689,4
145,288,5
145,322,6
145,325,7
145,331,8
145,321,9
145,309,10
146,299,1
146,287,2
146,327,3
146,293,4
146,332,5
146,306,6
146,747,7
146,288,8
146,244,9
146,322,10
147,99,1
147,209,2
147,120,3
147,78,4
147,422,5
147,194,6
147,175,7
147,95,8
147,215,9
147,317,10
148,287,1
148,293,2
148,306,3
148,747,4
148,689,5
148,288,6
148,321,7
148,331,8
148,291,9
148,303,10
149,285,1
149,257,2
149,293,3
149,299,4
149,312,5
149,327,6
149,747,7
149,268,8
149,301,9
149,236,10
150,95,1
150,126,2
150,21,3
150,181,4
150,178,5
150,143,6
150,179,7
150,116,8
150,236,9
150,7,10
151,49,1
151,180,2
151,99,3
151,173,4
151,0,5
151,55,6
151,171,7
151,6,8
151,126,9
151,221,10
152,99,1
152,285,2
152,287,3
152,0,4
152,120,5
152,299,6
152,236,7
152,6,8
152,116,9
152,221,10
153,99,1
153,180,2
153,0,3
153,126,4
153,55,5
153,97,6
153,293,7
153,120,8
153,236,9
153,6,10
154,257,1
154,312,2
154,332,3
154,268,4
154,301,5
154,306,6
154,300,7
154,288,8
154,689,9
154,339,10
155,49,1
155,180,2
155,173,3
155,55,4
155,97,5
155,0,6
155,171,7
155,126,8
155,203,9
155,120,10
156,287,1
156,293,2
156,299,3
156,327,4
156,180,5
156,236,6
156,301,7
156,332,8
156,244,9
156,322,10
157,97,1
157,236,2
157,68,3
157,257,4
157,422,5
157,404,6
157,150,7
157,317,8
157,287,9
157,233,10
158,299,1
158,312,2
158,49,3
158,268,4
158,99,5
158,301,6
158,306,7
158,0,8
158,180,9
158,267,10
159,180,1
159,257,2
159,285,3
159,293,4
159,120,5
159,299,6
159,97,7
159,221,8
159,171,9
159,312,10
160,0,1
160,257,2
160,293,3
160,120,4
160,287,5
160,236,6
160,6,7
160,116,8
160,221,9
160,171,10
161,99,1
161,257,2
161,287,3
161,285,4
161,126,5
161,299,6
161,55,7
161,404,8
161,97,9
161,312,10
162,49,1
162,293,2
162,99,3
162,180,4
162,312,5
162,0,6
162,236,7
162,126,8
162,747,9
162,327,10
163,285,1
163,287,2
163,293,3
163,49,4
163,268,5
163,301,6
163,288,7
163,0,8
163,300,9
163,267,10
164,49,1
164,285,2
164,99,3
164,293,4
164,299,5
164,0,6
164,120,7
164,236,8
164,6,9
164,312,10
165,332,1
165,268,2
165,301,3
165,306,4
165,244,5
165,288,6
165,300,7
165,689,8
165,325,9
165,267,10
166,173,1
166,97,2
166,422,3
166,167,4
166,171,5
166,55,6
166,185,7
166,209,8
166,194,9
166,172,10
167,285,1
167,49,2
167,327,3
167,236,4
167,268,5
167,244,6
167,332,7
167,288,8
167,301,9
167,126,10
168,285,1
168,99,2
168,287,3
168,293,4
168,0,5
168,120,6
168,236,7
168,312,8
168,6,9
168,55,10
169,285,1
169,312,2
169,747,3
169,268,4
169,301,5
169,306,6
169,300,7
169,288,8
169,689,9
169,326,10
170,299,1
170,293,2
170,327,3
170,332,4
170,747,5
170,306,6
170,300,7
170,288,8
170,322,9
170,321,10
171,49,1
171,173,2
171,97,3
171,55,4
171,180,5
171,99,6
171,203,7
171,171,8
171,167,9
171,209,10
172,287,1
172,312,2
172,332,3
172,747,4
172,306,5
172,339,6
172,309,7
172,271,8
172,303,9
172,314,10
173,180,1
173,120,2
173,173,3
173,293,4
173,6,5
173,221,6
173,126,7
173,257,8
173,171,9
173,404,10
174,180,1
174,173,2
174,0,3
174,203,4
174,120,5
174,209,6
174,172,7
174,78,8
174,167,9
174,6,10
175,299,1
175,312,2
175,268,3
175,747,4
175,301,5
175,332,6
175,244,7
175,300,8
175,322,9
175,306,10
176,285,1
176,236,2
176,116,3
176,312,4
176,221,5
176,268,6
176,404,7
176,150,8
176,327,9
176,256,10
177,150,1
177,288,2
177,474,3
177,190,4
177,300,5
177,356,6
177,271,7
177,185,8
177,12,9
177,514,10
178,285,1
178,327,2
178,325,3
178,293,4
178,747,5
178,331,6
178,326,7
178,244,8
178,322,9
178,288,10
179,49,1
179,173,2
179,99,3
179,171,4
179,209,5
179,167,6
179,0,7
179,194,8
179,175,9
179,95,10
180,312,1
180,309,2
180,339,3
180,688,4
180,749,5
180,341,6
180,338,7
180,314,8
180,897,9
180,271,10
181,257,1
181,285,2
181,293,3
181,287,4
181,299,5
181,126,6
181,6,7
181,116,8
181,312,9
181,173,10
182,173,1
182,99,2
182,55,3
182,97,4
182,0,5
182,171,6
182,203,7
182,126,8
182,172,9
182,78,10
183,203,1
183,167,2
183,172,3
183,194,4
183,95,5
183,221,6
183,134,7
183,27,8
183,233,9
183,185,10
184,99,1
184,0,2
184,293,3
184,173,4
184,287,5
184,55,6
184,120,7
184,97,8
184,6,9
184,299,10
185,285,1
185,49,2
185,747,3
185,312,4
185,327,5
185,180,6
185,0,7
185,322,8
185,244,9
185,6,10
186,49,1
186,173,2
186,180,3
186,99,4
186,55,5
186,97,6
186,171,7
186,0,8
186,78,9
186,126,10
187,0,1
187,171,2
187,221,3
187,116,4
187,167,5
187,422,6
187,257,7
187,404,8
187,182,9
187,88,10
188,97,1
188,285,2
188,167,3
188,257,4
188,209,5
188,236,6
188,68,7
188,221,8
188,194,9
188,356,10
189,285,1
189,49,2
189,322,3
189,288,4
189,300,5
189,306,6
189,267,7
189,321,8
189,180,9
189,0,10
190,257,1
190,293,2
190,332,3
190,747,4
190,689,5
190,288,6
190,244,7
190,322,8
190,325,9
190,326,10
191,285,1
191,299,2
191,287,3
191,293,4
191,312,5
191,327,6
191,747,7
191,332,8
191,244,9
191,322,10
192,49,1
192,180,2
192,6,3
192,221,4
192,747,5
192,97,6
192,150,7
192,256,8
192,14,9
192,117,10
193,175,1
193,95,2
193,150,3
193,10,4
193,199,5
193,602,6
193,683,7
193,479,8
193,230,9
193,67,10
194,49,1
194,293,2
194,0,3
194,287,4
194,120,5
194,285,6
194,236,7
194,116,8
194,6,9
194,221,10
195,49,1
195,257,2
195,99,3
195,293,4
195,287,5
195,180,6
195,299,7
195,0,8
195,126,9
195,236,10
196,99,1
196,0,2
196,120,3
196,236,4
196,6,5
196,116,6
196,221,7
196,97,8
196,404,9
196,150,10
197,293,1
197,287,2
197,285,3
197,21,4
197,201,5
197,27,6
197,11,7
197,256,8
197,143,9
197,8,10
198,299,1
198,287,2
198,327,3
198,747,4
198,332,5
198,301,6
198,244,7
198,288,8
198,306,9
198,300,10
199,180,1
199,99,2
199,126,3
199,167,4
199,236,5
199,215,6
199,63,7
199,185,8
199,143,9
199,96,10
200,167,1
200,134,2
200,152,3
200,193,4
200,131,5
200,150,6
200,495,7
200,426,8
200,293,9
200,142,10
201,49,1
201,99,2
201,180,3
201,293,4
201,287,5
201,126,6
201,173,7
201,120,8
201,55,9
201,97,10
202,285,1
202,299,2
202,312,3
202,327,4
202,268,5
202,301,6
202,332,7
202,244,8
202,288,9
202,267,10
203,293,1
203,312,2
203,327,3
203,288,4
203,306,5
203,322,6
203,689,7
203,325,8
203,326,9
203,271,10
204,287,1
204,301,2
204,306,3
204,244,4
204,322,5
204,300,6
204,689,7
204,339,8
204,326,9
204,271,10
205,907,1
205,343,2
205,886,3
205,936,4
205,937,5
205,908,6
205,1037,7
205,338,8
205,306,9
205,330,10
206,49,1
206,0,2
206,287,3
206,6,4
206,221,5
206,171,6
206,404,7
206,150,8
206,299,9
206,256,10
207,49,1
207,173,2
207,180,3
207,97,4
207,99,5
207,171,6
207,0,7
207,209,8
207,167,9
207,172,10
208,299,1
208,287,2
208,293,3
208,312,4
208,327,5
208,301,6
208,747,7
208,306,8
208,288,9
208,244,10
209,99,1
209,6,2
209,116,3
209,236,4
209,317,5
209,21,6
209,182,7
209,150,8
209,404,9
209,257,10
210,257,1
210,287,2
210,293,3
210,49,4
210,99,5
210,312,6
210,327,7
210,747,8
210,268,9
210,0,10
211,49,1
211,99,2
211,180,3
211,173,4
211,55,5
211,97,6
211,0,7
211,171,8
211,257,9
211,120,10
212,236,1
212,209,2
212,167,3
212,299,4
212,422,5
212,95,6
212,21,7
212,215,8
212,14,9
212,201,10
213,285,1
213,257,2
213,0,3
213,299,4
213,236,5
213,221,6
213,8,7
213,404,8
213,747,9
213,14,10
214,99,1
214,0,2
214,120,3
214,172,4
214,78,5
214,6,6
214,68,7
214,116,8
214,95,9
214,317,10
215,120,1
215,126,2
215,116,3
215,221,4
215,257,5
215,293,6
215,172,7
215,287,8
215,194,9
215,95,10
216,97,1
216,203,2
216,99,3
216,0,4
216,172,5
216,167,6
216,422,7
216,68,8
216,201,9
216,233,10
217,49,1
217,180,2
217,173,3
217,171,4
217,0,5
217,209,6
217,120,7
217,126,8
217,78,9
217,422,10
218,285,1
218,49,2
218,287,3
218,99,4
218,293,5
218,299,6
218,180,7
218,312,8
218,0,9
218,126,10
219,327,1
219,312,2
219,301,3
219,747,4
219,306,5
219,244,6
219,322,7
219,689,8
219,325,9
219,321,10
220,0,1
220,97,2
220,126,3
220,236,4
220,293,5
220,167,6
220,194,7
220,175,8
220,21,9
220,201,10
221,142,1
221,495,2
221,193,3
221,210,4
221,426,5
221,683,6
221,434,7
221,178,8
221,234,9
221,196,10
222,747,1
222,49,2
222,99,3
222,244,4
222,268,5
222,301,6
222,180,7
222,306,8
222,300,9
222,267,10
223,49,1
223,99,2
223,180,3
223,287,4
223,0,5
223,120,6
223,126,7
223,116,8
223,6,9
223,173,10
224,49,1
224,173,2
224,180,3
224,55,4
224,99,5
224,203,6
224,167,7
224,209,8
224,172,9
224,78,10
225,49,1
225,99,2
225,180,3
225,293,4
225,287,5
225,0,6
225,299,7
225,126,8
225,120,9
225,236,10
226,257,1
226,299,2
226,312,3
226,327,4
226,268,5
226,301,6
226,332,7
226,288,8
226,244,9
226,322,10
227,257,1
227,299,2
227,293,3
227,49,4
227,99,5
227,180,6
227,268,7
227,327,8
227,747,9
227,301,10
228,293,1
228,332,2
228,306,3
228,300,4
228,689,5
228,288,6
228,322,7
228,325,8
228,326,9
228,267,10
229,172,1
229,126,2
229,317,3
229,221,4
229,88,5
229,190,6
229,150,7
229,11,8
229,193,9
229,654,10
230,257,1
230,285,2
230,293,3
230,287,4
230,99,5
230,327,6
230,236,7
230,268,8
230,116,9
230,301,10
231,257,1
231,173,2
231,120,3
231,287,4
231,236,5
231,6,6
231,221,7
231,299,8
231,78,9
231,209,10
232,180,1
232,0,2
232,171,3
232,209,4
232,172,5
232,78,6
232,6,7
232,194,8
232,221,9
