movie_id,year,genres,reviewer_num
149,1996,"Comedy,Drama",157
150,1971,"Adventure,Children's,Comedy",326
151,1973,"Comedy,Sci-Fi",82
152,1988,Comedy,247
153,1979,Comedy,174
154,1987,"Musical,Romance",98
155,1992,"Crime,Thriller",148
156,1986,"Drama,War",127
157,1989,Comedy,60
158,1992,"Mystery,Thriller",101
159,1992,Drama,69
160,1986,"Action,Romance",220
161,1981,Drama,106
162,1974,Comedy,92
163,1989,"Action,Adventure,Sci-Fi,Thriller",151
164,1986,Drama,64
165,1986,Drama,58
166,1980,Comedy,67
167,1974,Comedy,316
168,1993,"Animation,Comedy",118
169,1988,"Comedy,Drama,Romance",121
170,1991,"Comedy,Sci-Fi",65
171,1980,"Action,Adventure,Drama,Romance,Sci-Fi,War",367
172,1987,"Action,Adventure,Comedy,Romance",324
173,1981,"Action,Adventure",420
174,1985,Sci-Fi,208
175,1986,"Action,Sci-Fi,Thriller,War",284
176,1966,"Action,Western",137
177,1957,Drama,125
178,1971,Sci-Fi,221
179,1979,"Drama,War",221
180,1997,"Action,Adventure,Romance,Sci-Fi,War",507
181,1990,"Crime,Drama",226
182,1979,"Action,Horror,Sci-Fi,Thriller",291
183,1993,"Action,Adventure,Comedy,Horror,Sci-Fi",116
184,1960,"Horror,Romance,Thriller",239
185,1980,"Action,Comedy,Musical",251
186,1974,"Action,Crime,Drama",209
187,1987,"Action,Drama,War",170
188,1992,"Animation,Comedy",66
189,1989,"Drama,War",124
190,1984,"Drama,Mystery",276
191,1980,Drama,116
192,1983,Drama,157
193,1973,"Comedy,Crime",241
194,1984,"Action,Sci-Fi,Thriller",301
195,1989,Drama,251
196,1967,"Drama,Romance",239
197,1990,Thriller,127
198,1957,"Drama,War",165
199,1980,Horror,206
200,1987,"Action,Adventure,Comedy,Horror",89
201,1993,"Comedy,Romance",280
202,1992,Western,182
203,1985,"Comedy,Sci-Fi",350
204,1970,"Drama,War",136
205,1988,"Adventure,Animation,Sci-Fi,Thriller",50
206,1990,"Action,Drama,Romance",66
207,1974,"Comedy,Horror",200
208,1984,"Comedy,Drama,Musical",191
209,1989,"Action,Adventure",331
210,1970,"Comedy,War",206
211,1988,Drama,92
212,1986,"Drama,Romance",134
213,1982,"Drama,Musical,War",114
214,1989,Drama,212
215,1989,"Comedy,Romance",290
216,1992,"Horror,Romance",120
217,1991,Thriller,171
218,1984,Horror,111
219,1996,"Comedy,Romance",66
220,1996,Drama,74
221,1996,"Action,Adventure,Sci-Fi",365
222,1996,"Drama,Thriller",136
223,1996,Drama,44
224,1996,"Children's,Comedy",109
225,1990,"Action,Thriller",166
226,1991,"Action,Adventure,Sci-Fi",161
227,1982,"Action,Adventure,Sci-Fi",244
228,1984,"Action,Adventure,Sci-Fi",171
229,1986,"Action,Adventure,Sci-Fi",199
230,1992,"Action,Adventure,Comedy,Crime",142
231,1988,"Action,Comedy,Western",101
232,1992,Action,124
233,1975,"Action,Horror",280
234,1996,"Action,Comedy,Sci-Fi,War",217
235,1996,"Comedy,Drama",45
236,1996,"Drama,Romance",384
237,1987,Comedy,256
238,1992,"Crime,Drama,Sci-Fi",150
239,1996,"Animation,Comedy",156
240,1992,"Action,Romance,War",128
241,1997,Comedy,117
242,1997,"Children's,Comedy",132
243,1997,"Action,Drama,Thriller",48
244,1997,"Action,Drama,Thriller,War",240
245,1997,"Drama,Romance",124
246,1997,"Action,Adventure,Children's",5
247,1997,"Comedy,Crime",160
248,1997,Comedy,130
249,1997,"Action,Sci-Fi",197
250,1997,Comedy,46
251,1997,"Action,Adventure,Sci-Fi,Thriller",158
252,1997,"Drama,Romance",26
253,1997,"Action,Adventure,Crime",62
254,1997,"Comedy,Romance",172
255,1997,"Comedy,Romance",16
256,1997,"Action,Adventure,Comedy,Sci-Fi",303
257,1997,"Drama,Sci-Fi",509
258,1997,"Children's,Comedy",162
259,1997,"Action,Mystery,Sci-Fi,Thriller",127
260,1997,"Children's,Comedy",43
261,1997,Drama,66
262,1997,Action,19
263,1997,"Sci-Fi,Thriller",101
264,1990,"Action,Thriller",227
265,1997,"Action,Adventure",35
266,0,unknown,9
267,1997,"Drama,Romance",255
268,1997,Comedy,315
269,1997,"Drama,Sci-Fi,Thriller",136
270,1997,"Action,Adventure,Sci-Fi,War",211
271,1997,Drama,198
272,1995,"Action,Crime,Thriller",223
273,1995,"Comedy,Romance",190
274,1995,"Drama,Romance",268
275,1995,"Drama,Romance",298
276,1995,Drama,71
277,1996,"Drama,Romance",60
278,1995,Drama,28
279,1996,"Drama,Romance",85
280,1994,"Action,Thriller",146
281,1996,Drama,232
282,1996,"Drama,Romance",177
283,1996,"Comedy,Romance",193
284,1996,Drama,162
285,1996,"Drama,Romance,War",481
286,1996,Drama,78
287,1996,"Horror,Thriller",478
288,1996,"Drama,Musical",259
289,1997,Comedy,96
290,1997,"Mystery,Thriller",127
291,1997,Drama,114
292,1997,"Crime,Drama",147
293,1997,Comedy,485
294,1997,"Action,Thriller",77
295,1997,Drama,6
296,1997,Drama,50
297,1997,"Action,Sci-Fi,Thriller",194
298,1997,"Crime,Drama,Film-Noir",73
299,1997,"Action,Thriller",431
300,1997,Comedy,230
301,1997,"Crime,Film-Noir,Mystery,Thriller",297
302,1997,Drama,134
303,1996,"Adventure,Children's",149
304,1997,Drama,87
305,1997,"Drama,Romance",96
306,1997,"Crime,Horror,Mystery,Thriller",188
307,1997,"Children's,Drama,Fantasy",30
308,1997,Crime,28
309,1997,Drama,145
310,1997,"Drama,Romance,Thriller",75
311,1997,"Comedy,Crime,Drama,Mystery",80
312,1997,"Action,Drama,Romance",350
313,1997,"Action,Children's",5
314,1998,"Drama,Thriller",160
315,1997,"Comedy,Drama",112
316,1993,Drama,102
317,1993,"Drama,War",298
318,1996,"Comedy,Musical,Romance",168
319,1996,Documentary,20
320,1996,Comedy,169
321,1997,"Mystery,Thriller",218
322,1997,"Action,Thriller",240
323,1997,Mystery,125
324,1997,"Drama,Thriller",128
325,1997,"Action,Drama,War",175
326,1997,"Crime,Drama,Mystery",175
327,1997,"Action,Mystery,Romance,Thriller",295
328,1998,"Crime,Drama,Thriller",45
329,1997,Drama,41
330,1997,"Adventure,Thriller",113
331,1997,"Crime,Drama,Thriller",143
332,1997,"Mystery,Thriller",251
333,1997,"Action,Crime,Mystery",64
334,1997,Comedy,21
335,1997,"Crime,Thriller",43
336,1997,"Comedy,Drama,Thriller",18
337,1997,Comedy,91
338,1997,"Action,Drama",47
339,1997,Drama,189
340,1997,Comedy,11
341,1997,"Comedy,Mystery",52
342,1997,"Action,Horror,Sci-Fi",124
343,1997,Drama,55
344,1997,"Comedy,Drama",65
345,1997,"Crime,Drama",126
346,1998,"Comedy,Drama",137
347,1998,"Crime,Drama,Thriller",27
348,1998,"Action,Thriller",31
349,1998,"Action,Mystery,Thriller",41
350,1998,Horror,20
351,1997,"Comedy,Musical",26
352,1998,"Action,Horror,Sci-Fi",14
353,1998,"Comedy,Romance",72
354,1998,"Adventure,Sci-Fi,Thriller",41
355,1994,"Drama,Mystery,Thriller",97
356,1975,Drama,264
357,1997,"Action,Adventure,Sci-Fi,Thriller",143
358,1997,Thriller,18
359,1997,Documentary,10
360,1997,"Crime,Thriller",10
361,1998,"Action,Comedy,Musical",28
362,1995,Action,47
363,1995,Comedy,37
364,1995,Drama,48
365,1995,Drama,47
366,1995,Comedy,170
367,1996,Comedy,31
368,1996,Comedy,55
369,1996,"Drama,Thriller",39
370,1996,"Drama,Romance",67
371,1995,Comedy,34
372,1995,"Action,Adventure,Sci-Fi",39
373,1995,"Action,Children's",11
374,1995,Drama,23
375,1994,Comedy,24
376,1994,"Children's,Comedy",13
377,1994,Drama,101
378,1995,Horror,43
379,1994,"Action,Adventure,Sci-Fi",116
380,1994,"Comedy,Romance",100
381,1994,"Comedy,Drama",111
382,1994,"Children's,Comedy",31
383,1994,Comedy,69
384,1994,"Action,Adventure,Comedy,Romance",208
385,1993,Comedy,87
386,1993,Drama,65
387,1994,"Action,Comedy",28
388,1994,"Adventure,Children's",27
389,1993,Comedy,10
390,1993,"Action,Comedy",59
391,1993,Drama,68
392,1993,Comedy,192
393,1994,"Comedy,Mystery,Romance",12
394,1993,Comedy,56
395,1994,"Comedy,Crime,Horror",54
396,1993,Action,12
397,1993,"Action,Adventure,Children's,Sci-Fi",26
398,1993,"Action,Adventure,Comedy",89
399,1994,"Children's,Comedy",18
400,1995,Comedy,76
401,1990,"Comedy,Romance,Thriller",170
402,1989,"Action,Adventure,Crime,Drama",201
403,1940,"Animation,Children's",101
404,1996,"Action,Adventure,Mystery",344
405,1996,"Horror,Thriller",49
406,1996,Comedy,43
407,1996,"Animation,Comedy,Thriller",112
408,1996,"Comedy,Drama",70
409,1996,Comedy,162
410,1996,"Comedy,Fantasy,Romance,Sci-Fi",163
411,1996,Comedy,93
412,1996,Horror,55
413,1982,Comedy,62
414,1975,"Children's,Comedy,Western",25
415,1957,"Children's,Drama",64
416,1961,"Children's,Drama",73
417,1950,"Animation,Children's,Musical",129
418,1964,"Children's,Comedy,Musical",178
419,1951,"Animation,Children's,Musical",81
420,1996,"Drama,Romance",106
421,1996,"Animation,Children's,Comedy",26
422,1982,"Children's,Drama,Fantasy,Sci-Fi",300
423,1996,Horror,19
424,1992,Comedy,85
425,1986,"Action,Animation,Children's,Sci-Fi,Thriller,War",32
426,1962,Drama,219
427,1971,Comedy,121
428,1951,"Drama,Sci-Fi",97
429,1933,"Comedy,War",93
430,1986,"Action,Adventure",153
431,1940,"Animation,Children's,Musical",174
432,1989,Comedy,171
433,1956,Sci-Fi,67
434,1969,"Action,Comedy,Western",216
435,1981,Horror,99
436,1992,Horror,5
437,1983,Horror,6
438,1993,Horror,5
439,1982,Horror,14
440,1979,Horror,53
441,1990,Horror,4
442,1963,Horror,162
443,1958,"Horror,Sci-Fi",46
444,1945,Horror,22
445,1976,Horror,9
446,1976,Horror,121
447,1976,Horror,85
448,1979,"Action,Adventure,Sci-Fi",117
449,1989,"Action,Adventure,Sci-Fi",63
450,1978,"Comedy,Musical,Romance",170
451,1978,"Action,Horror",66
452,1983,"Action,Horror",16
453,1996,Drama,16
454,1997,Action,145
455,1997,"Action,Comedy",48
456,1997,"Adventure,Children's,Drama",27
457,1995,Drama,90
458,1995,Drama,24
459,1995,Drama,28
460,1995,Drama,74
461,1992,"Drama,Romance",148
462,1994,Adventure,71
463,1994,Drama,27
464,1994,"Adventure,Children's,Romance",85
465,1992,Thriller,52
466,1993,Drama,48
467,1993,Drama,64
468,1993,Drama,67
469,1993,Western,108
470,1996,"Drama,War",221
471,1996,"Action,Adventure,Fantasy",158
472,1996,"Animation,Children's,Musical",126
473,1963,"Sci-Fi,War",194
474,1996,Drama,250
475,1996,Comedy,160
476,1996,"Children's,Comedy",95
477,1940,"Comedy,Romance",104
478,1958,"Mystery,Thriller",179
479,1959,"Comedy,Thriller",179
480,1960,"Comedy,Drama",63
481,1959,"Comedy,Crime",128
482,1942,"Drama,Romance,War",243
483,1941,"Film-Noir,Mystery",138
484,1964,"Musical,Romance",125
485,1954,"Comedy,Romance",64
486,1953,"Comedy,Romance",68
487,1950,Film-Noir,65
488,1946,"Film-Noir,Romance,Thriller",52
489,1955,"Comedy,Romance,Thriller",50
490,1938,"Action,Adventure",67
491,1955,Drama,59
492,1934,Mystery,60
493,1940,Comedy,56
494,1956,"Adventure,Comedy",59
495,1946,Drama,231
496,1938,Comedy,68
497,1951,"Action,Adventure,Romance,War",152
498,1958,Drama,62
499,1996,"Adventure,Children's",31
500,1941,"Animation,Children's,Musical",123
501,1971,"Comedy,War",57
502,1972,Drama,39
503,1967,"Crime,Drama",122
504,1954,"Mystery,Thriller",68
505,1955,Drama,90
506,1951,Drama,98
507,1996,Drama,215
508,1989,Drama,121
509,1954,"Action,Drama,Western",121
510,1962,"Adventure,War",173
511,1987,"Comedy,Drama,Romance",57
512,1949,"Mystery,Thriller",72
513,1977,"Comedy,Romance",180
514,1997,"Action,Drama,War",201
515,1983,Comedy,63
516,1979,"Comedy,Drama,Romance",91
517,1990,Drama,89
518,1948,Adventure,80
519,1963,"Adventure,War",124
520,1978,"Drama,War",120
521,1986,"Comedy,Drama",35
522,1967,"Comedy,Drama",164
523,1940,Comedy,46
524,1946,"Film-Noir,Mystery",73
525,1959,"Action,Adventure,Drama",124
526,1982,Drama,195
527,1984,"Drama,War",121
528,1985,Drama,93
529,1975,Adventure,80
530,1996,"Drama,Romance",129
531,1997,Romance,22
532,1997,Mystery,15
533,1997,Drama,13
534,1997,"Comedy,Romance",54
535,1997,Drama,10
536,1991,Drama,30
537,1997,"Animation,Children's,Musical",66
538,1997,"Children's,Comedy",44
539,1995,Action,43
540,1995,"Action,Adventure",49
541,1995,"Animation,Children's,Musical,Romance",51
542,1995,"Drama,Musical",21
543,1996,"Crime,Drama,Romance",71
544,1995,"Comedy,Romance",12
545,1996,"Action,Thriller",254
546,1996,Crime,41
547,1996,"Children's,Fantasy",12
548,1995,"Drama,Romance,War",92
549,1995,"Action,Thriller",151
550,1995,Horror,24
551,1995,Sci-Fi,45
552,1995,"Drama,Romance",63
553,1995,"Action,Adventure",102
554,1995,Drama,10
555,1995,Western,12
556,1994,"Drama,Musical",17
557,1994,"Drama,Fantasy,Thriller",70
558,1994,"Drama,Horror",137
559,1995,"Adventure,Children's,Comedy,Fantasy,Romance,Sci-Fi",22
560,1994,"Drama,Horror",59
561,1995,"Action,Adventure,Western",48
562,1995,Horror,29
563,1995,"Comedy,Horror",27
564,1995,"Horror,Thriller",22
565,1994,"Action,Adventure,Thriller",179
566,1994,Horror,35
567,1994,"Action,Romance,Thriller",230
568,1994,"Drama,Horror",67
569,1994,Western,50
570,1993,"Comedy,Thriller",28
571,1994,"Action,Thriller",29
572,1993,"Horror,Sci-Fi,Thriller",33
573,1993,"Mystery,Romance,Thriller",15
574,1994,"Comedy,Western",44
575,1993,"Action,Adventure,Crime",93
576,1993,"Comedy,Sci-Fi",41
577,1993,"Action,Sci-Fi",92
578,1993,Comedy,19
579,1995,"Comedy,Romance",32
580,1993,"Drama,Thriller",59
581,1993,"Drama,Romance",168
582,1993,"Crime,Thriller",37
583,1993,"Children's,Drama",79
584,1993,Comedy,39
585,1994,Action,34
586,1993,"Drama,Mystery",14
587,1991,"Animation,Children's,Musical",202
588,1969,Western,43
589,1996,"Action,Horror,Sci-Fi",18
590,1996,"Drama,Thriller",178
591,1995,"Mystery,Thriller",9
592,1993,War,12
593,1996,"Drama,Romance",5
594,1996,Thriller,64
595,1996,"Animation,Children's,Musical",127
596,1996,"Action,Thriller",206
597,1996,"Comedy,Drama",4
598,1996,Action,1
599,1996,Children's,2
600,1943,"Adventure,War",20
601,1951,"Musical,Romance",50
602,1954,"Mystery,Thriller",209
603,1934,Comedy,81
604,1944,Musical,31
605,1950,Drama,66
606,1940,"Romance,Thriller",66
607,1945,"Mystery,Romance,Thriller",30
608,1950,Comedy,60
609,1958,Musical,41
610,1944,"Crime,Film-Noir,Mystery",40
611,1937,Drama,34
612,1936,Comedy,27
613,1956,Drama,51
614,1935,Thriller,59
615,1968,"Horror,Sci-Fi",64
616,1930,Drama,18
617,1955,Drama,18
618,1996,"Drama,Thriller",64
619,1996,Drama,43
620,1955,Western,11
621,1960,"Adventure,Children's",39
622,1994,"Children's,Comedy",39
623,1945,"Animation,Children's,Musical",22
624,1963,"Animation,Children's",82
625,1949,"Children's,Drama",4
626,1991,Drama,75
627,1996,"Crime,Drama",169
628,1982,"Comedy,Musical",77
629,1965,"Comedy,Musical",31
630,1992,"Action,Drama,Romance,War",119
631,1982,Drama,58
632,1938,Drama,69
633,1996,Documentary,24
634,1980,Horror,23
635,1981,"Action,Adventure,Sci-Fi,Thriller",91
636,1981,"Comedy,Horror",38
637,1982,Drama,44
638,1979,Drama,40
639,1989,Drama,82
640,1957,"Drama,War",33
641,1990,"Crime,Drama,Film-Noir",89
642,1994,"Drama,Romance",4
643,1988,Documentary,35
644,1990,Documentary,27
645,1969,Western,38
646,1985,"Drama,War",70
647,1952,"Comedy,Romance",67
648,1984,"Crime,Drama,Thriller",50
649,1957,Drama,72
650,1989,"Action,Drama,War",171
651,1990,"Comedy,Drama",90
652,1958,"Crime,Film-Noir,Thriller",34
653,1974,"Film-Noir,Mystery,Thriller",147
654,1986,"Adventure,Comedy,Drama",227
655,1931,"Crime,Film-Noir,Thriller",44
656,1962,"Film-Noir,Thriller",131
657,1990,Drama,79
658,1944,"Comedy,Mystery,Thriller",115
659,1991,Drama,153
660,1952,Western,88
661,1980,"Drama,Romance",82
662,1979,Comedy,116
663,1984,Drama,46
664,1992,"Action,Horror,Sci-Fi,Thriller",100
665,1974,Horror,5
666,1977,Horror,12
667,1981,"Action,Horror",6
668,1991,Horror,13
669,1993,"Horror,Sci-Fi,Thriller",36
670,1935,Horror,46
671,1992,Horror,65
672,1962,"Film-Noir,Thriller",86
673,1982,Horror,48
674,1922,Horror,54
675,1996,Drama,77
676,1997,Documentary,1
677,1997,"Drama,Thriller",219
678,1981,"Action,Adventure",107
679,1997,"Action,Adventure",34
680,1997,Horror,27
681,1997,"Horror,Mystery,Thriller",100
682,1997,Comedy,49
683,1993,"Action,Thriller",169
684,1996,"Action,Thriller",157
685,1993,"Action,Drama",50
686,1997,"Comedy,War",69
687,1997,Comedy,44
688,1997,"Action,Thriller",87
689,1997,"Drama,War",155
690,1998,"Film-Noir,Sci-Fi,Thriller",16
691,1995,"Comedy,Drama,Romance",164
692,1995,Drama,91
693,1995,Romance,44
694,1995,"Comedy,Drama",13
695,1996,"Drama,Thriller",79
696,1995,Drama,40
697,1994,Drama,10
698,1994,Drama,102
699,1995,Comedy,15
700,1993,Documentary,10
701,1994,"Comedy,Romance",53
702,1994,Drama,19
703,1993,"Drama,Romance",24
704,1952,"Musical,Romance",137
705,1996,Horror,6
706,1991,Drama,70
707,1989,Drama,101
708,1992,"Comedy,Romance",104
709,1985,Comedy,79
710,1996,Drama,1
711,1987,"Comedy,Drama",51
712,1995,Drama,72
713,1995,"Drama,Romance",13
714,1995,"Comedy,Drama",87
715,1995,"Drama,Romance",58
716,1996,"Drama,Thriller",82
717,1996,Comedy,16
718,1994,"Comedy,War",29
719,1995,"Action,Adventure,Drama,Romance",86
720,1995,Comedy,54
721,1995,Comedy,58
722,1995,"Comedy,Drama",34
723,1995,"Drama,Romance",76
724,1994,Comedy,16
725,1995,"Children's,Drama",14
726,1994,"Drama,Romance",63
727,1994,"Comedy,Sci-Fi",45
728,1994,Drama,81
729,1996,"Drama,Romance",24
730,1994,"Comedy,Drama,Romance",39
731,1993,"Comedy,Romance",180
732,1994,"Drama,Romance",15
733,1993,Comedy,27
734,1993,Drama,137
735,1993,"Drama,Romance",78
736,1994,"Comedy,Drama",59
737,1994,"Comedy,Romance",31
738,1990,"Comedy,Romance",164
739,1996,"Drama,Romance",63
740,1996,"Drama,Thriller",58
741,1996,"Drama,Thriller",267
742,1996,"Action,Thriller",39
743,1996,"Drama,War",92
744,1972,Comedy,16
745,1985,Comedy,119
746,1993,"Comedy,Romance",102
747,1997,"Action,Romance,Thriller",316
748,1997,"Comedy,Romance",51
749,1997,Drama,124
750,1997,"Action,Romance,Thriller",180
751,1998,"Action,Thriller",39
752,1994,Drama,24
753,1997,"Crime,Thriller",57
754,1995,"Action,Adventure,Children's,Fantasy,Sci-Fi",96
755,1995,Comedy,128
756,1995,Documentary,4
757,1996,"Sci-Fi,Thriller",21
758,1995,Action,11
759,1995,Sci-Fi,46
760,1995,"Action,Thriller",44
761,1996,Drama,115
762,1996,Comedy,149
763,1996,"Comedy,Romance",29
764,1992,"Comedy,Romance",32
765,1996,Documentary,9
766,1995,Horror,11
767,1995,"Adventure,Children's",52
768,1995,"Action,Adventure,Mystery,Sci-Fi",42
769,1995,"Crime,Film-Noir,Mystery,Thriller",57
770,1995,"Action,Sci-Fi,Thriller",41
771,1995,Drama,49
772,1994,Thriller,17
773,1995,Horror,32
774,1995,"Comedy,Drama,Romance",26
775,1995,Drama,9
776,1995,Horror,4
777,1995,"Comedy,Drama,Romance",76
778,1994,Action,31
779,1994,Comedy,69
780,1995,"Comedy,Romance",84
781,1994,Drama,10
782,1994,"Comedy,Romance",37
783,1993,"Drama,Horror",2
784,1994,"Comedy,Romance",39
785,1995,"Comedy,Romance",14
786,1995,"Comedy,Drama",13
787,1994,"Horror,Thriller",3
788,1995,"Comedy,Drama",47
789,1995,Comedy,66
790,1995,Children's,10
791,1994,Comedy,86
792,1994,Comedy,10
793,1994,"Drama,Romance",46
794,1994,"Children's,Comedy",21
795,1994,"Comedy,Romance",36
796,1994,"Action,Sci-Fi",31
797,1995,Action,9
798,1995,Drama,5
799,1995,"Horror,Thriller",26
800,1994,Comedy,16
801,1993,"Action,Adventure,Crime,Thriller",40
802,1993,"Action,Drama,War",9
803,1994,Comedy,8
804,1993,"Comedy,Mystery",27
805,1993,"Action,Crime,Drama",50
806,1993,Drama,9
807,1993,"Action,Drama",31
808,1993,"Action,Drama,Mystery",43
809,1994,Action,45
810,1993,Documentary,18
811,1994,"Adventure,Children's",18
812,1996,Documentary,56
813,1994,Documentary,1
814,1996,"Drama,Romance",112
815,1995,Horror,21
816,1996,Drama,3
817,1996,Comedy,25
818,1996,Comedy,40
819,1996,"Adventure,Animation,Children's,Comedy,Fantasy",93
820,1996,"Comedy,Romance",22
821,1968,Drama,4
822,1996,"Crime,Film-Noir,Thriller",82
823,1996,Comedy,49
824,1996,"Action,Sci-Fi,Thriller",83
825,1996,Adventure,80
826,1996,"Action,Adventure,Thriller",57
827,1996,"Adventure,Children's",13
828,1996,"Action,Adventure",34
829,1996,"Action,Mystery,Thriller",1
830,1996,"Action,Adventure,Sci-Fi,Thriller",91
831,1996,"Children's,Drama,Fantasy",22
832,1996,Action,49
833,1995,"Horror,Thriller",25
834,1934,"Comedy,Musical,Romance",15
835,1939,"Comedy,Romance",26
836,1941,Drama,25
837,1996,Action,4
838,1995,"Horror,Thriller",4
839,1996,"Action,Drama,Western",53
840,1996,"Action,Thriller",48
841,1960,"Children's,Comedy,Drama",27
842,1959,"Children's,Comedy",30
843,1996,Crime,42
844,1996,Comedy,176
845,1996,"Drama,Romance",44
846,1996,"Documentary,Drama",55
847,1944,"Film-Noir,Thriller",9
848,1990,"Action,Romance",53
849,1996,Documentary,4
850,1966,Drama,4
851,1996,"Drama,Thriller",1
852,1992,"Comedy,Horror",14
853,1987,"Comedy,Horror",16
854,1981,"Action,Drama,Mystery,Romance,Thriller",66
855,1991,"Comedy,Drama",36
856,1996,Documentary,1
857,1996,Horror,3
858,1986,"Comedy,Horror",15
859,1987,"Horror,Thriller",16
860,1986,Horror,3
861,1996,"Adventure,Children's,Comedy",18
